year,race_name,team,driver,dnf,dnf_reason
2024,United States Grand Prix,williams,ALB,True,Lapped
2024,United States Grand Prix,williams,COL,False,Finished
2025,Abu Dhabi Grand Prix,alpine,COL,True,Lapped
2025,Abu Dhabi Grand Prix,alpine,GAS,True,Lapped
2025,Abu Dhabi Grand Prix,aston_martin,ALO,False,Finished
2025,Abu Dhabi Grand Prix,aston_martin,STR,False,Finished
2025,Abu Dhabi Grand Prix,ferrari,HAM,False,Finished
2025,Abu Dhabi Grand Prix,ferrari,LEC,False,Finished
2025,Abu Dhabi Grand Prix,haas,BEA,False,Finished
2025,Abu Dhabi Grand Prix,haas,OCO,False,Finished
2025,Abu Dhabi Grand Prix,mclaren,NOR,False,Finished
2025,Abu Dhabi Grand Prix,mclaren,PIA,False,Finished
2025,Abu Dhabi Grand Prix,mercedes,ANT,False,Finished
2025,Abu Dhabi Grand Prix,mercedes,RUS,False,Finished
2025,Abu Dhabi Grand Prix,racing_bulls,HAD,True,Lapped
2025,Abu Dhabi Grand Prix,racing_bulls,LAW,True,Lapped
2025,Abu Dhabi Grand Prix,red_bull,TSU,False,Finished
2025,Abu Dhabi Grand Prix,red_bull,VER,False,Finished
2025,Abu Dhabi Grand Prix,sauber,BOR,False,Finished
2025,Abu Dhabi Grand Prix,sauber,HUL,False,Finished
2025,Abu Dhabi Grand Prix,williams,ALB,False,Finished
2025,Abu Dhabi Grand Prix,williams,SAI,False,Finished
2025,Australian Grand Prix,alpine,DOO,True,Retired
2025,Australian Grand Prix,alpine,GAS,False,Finished
2025,Australian Grand Prix,aston_martin,ALO,True,Retired
2025,Australian Grand Prix,aston_martin,STR,False,Finished
2025,Australian Grand Prix,ferrari,HAM,False,Finished
2025,Australian Grand Prix,ferrari,LEC,False,Finished
2025,Australian Grand Prix,haas,BEA,False,Finished
2025,Australian Grand Prix,haas,OCO,False,Finished
2025,Australian Grand Prix,mclaren,NOR,False,Finished
2025,Australian Grand Prix,mclaren,PIA,False,Finished
2025,Australian Grand Prix,mercedes,ANT,False,Finished
2025,Australian Grand Prix,mercedes,RUS,False,Finished
2025,Australian Grand Prix,racing_bulls,HAD,True,Retired
2025,Australian Grand Prix,racing_bulls,TSU,False,Finished
2025,Australian Grand Prix,red_bull,LAW,True,Retired
2025,Australian Grand Prix,red_bull,VER,False,Finished
2025,Australian Grand Prix,sauber,BOR,True,Retired
2025,Australian Grand Prix,sauber,HUL,False,Finished
2025,Australian Grand Prix,williams,ALB,False,Finished
2025,Australian Grand Prix,williams,SAI,True,Retired
2025,Austrian Grand Prix,alpine,COL,True,Lapped
2025,Austrian Grand Prix,alpine,GAS,True,Lapped
2025,Austrian Grand Prix,aston_martin,ALO,True,Lapped
2025,Austrian Grand Prix,aston_martin,STR,True,Lapped
2025,Austrian Grand Prix,ferrari,HAM,False,Finished
2025,Austrian Grand Prix,ferrari,LEC,False,Finished
2025,Austrian Grand Prix,haas,BEA,True,Lapped
2025,Austrian Grand Prix,haas,OCO,True,Lapped
2025,Austrian Grand Prix,mclaren,NOR,False,Finished
2025,Austrian Grand Prix,mclaren,PIA,False,Finished
2025,Austrian Grand Prix,mercedes,ANT,True,Retired
2025,Austrian Grand Prix,mercedes,RUS,False,Finished
2025,Austrian Grand Prix,racing_bulls,HAD,True,Lapped
2025,Austrian Grand Prix,racing_bulls,LAW,False,Finished
2025,Austrian Grand Prix,red_bull,TSU,True,Lapped
2025,Austrian Grand Prix,red_bull,VER,True,Retired
2025,Austrian Grand Prix,sauber,BOR,True,Lapped
2025,Austrian Grand Prix,sauber,HUL,True,Lapped
2025,Austrian Grand Prix,williams,ALB,True,Retired
2025,Austrian Grand Prix,williams,SAI,True,Did not start
2025,Azerbaijan Grand Prix,alpine,COL,True,Lapped
2025,Azerbaijan Grand Prix,alpine,GAS,True,Lapped
2025,Azerbaijan Grand Prix,aston_martin,ALO,False,Finished
2025,Azerbaijan Grand Prix,aston_martin,STR,False,Finished
2025,Azerbaijan Grand Prix,ferrari,HAM,False,Finished
2025,Azerbaijan Grand Prix,ferrari,LEC,False,Finished
2025,Azerbaijan Grand Prix,haas,BEA,False,Finished
2025,Azerbaijan Grand Prix,haas,OCO,False,Finished
2025,Azerbaijan Grand Prix,mclaren,NOR,False,Finished
2025,Azerbaijan Grand Prix,mclaren,PIA,True,Retired
2025,Azerbaijan Grand Prix,mercedes,ANT,False,Finished
2025,Azerbaijan Grand Prix,mercedes,RUS,False,Finished
2025,Azerbaijan Grand Prix,racing_bulls,HAD,False,Finished
2025,Azerbaijan Grand Prix,racing_bulls,LAW,False,Finished
2025,Azerbaijan Grand Prix,red_bull,TSU,False,Finished
2025,Azerbaijan Grand Prix,red_bull,VER,False,Finished
2025,Azerbaijan Grand Prix,sauber,BOR,False,Finished
2025,Azerbaijan Grand Prix,sauber,HUL,False,Finished
2025,Azerbaijan Grand Prix,williams,ALB,False,Finished
2025,Azerbaijan Grand Prix,williams,SAI,False,Finished
2025,Bahrain Grand Prix,alpine,DOO,False,Finished
2025,Bahrain Grand Prix,alpine,GAS,False,Finished
2025,Bahrain Grand Prix,aston_martin,ALO,False,Finished
2025,Bahrain Grand Prix,aston_martin,STR,False,Finished
2025,Bahrain Grand Prix,ferrari,HAM,False,Finished
2025,Bahrain Grand Prix,ferrari,LEC,False,Finished
2025,Bahrain Grand Prix,haas,BEA,False,Finished
2025,Bahrain Grand Prix,haas,OCO,False,Finished
2025,Bahrain Grand Prix,mclaren,NOR,False,Finished
2025,Bahrain Grand Prix,mclaren,PIA,False,Finished
2025,Bahrain Grand Prix,mercedes,ANT,False,Finished
2025,Bahrain Grand Prix,mercedes,RUS,False,Finished
2025,Bahrain Grand Prix,racing_bulls,HAD,False,Finished
2025,Bahrain Grand Prix,racing_bulls,LAW,False,Finished
2025,Bahrain Grand Prix,red_bull,TSU,False,Finished
2025,Bahrain Grand Prix,red_bull,VER,False,Finished
2025,Bahrain Grand Prix,sauber,BOR,False,Finished
2025,Bahrain Grand Prix,sauber,HUL,True,Disqualified
2025,Bahrain Grand Prix,williams,ALB,False,Finished
2025,Bahrain Grand Prix,williams,SAI,True,Retired
2025,Belgian Grand Prix,alpine,COL,False,Finished
2025,Belgian Grand Prix,alpine,GAS,False,Finished
2025,Belgian Grand Prix,aston_martin,ALO,False,Finished
2025,Belgian Grand Prix,aston_martin,STR,False,Finished
2025,Belgian Grand Prix,ferrari,HAM,False,Finished
2025,Belgian Grand Prix,ferrari,LEC,False,Finished
2025,Belgian Grand Prix,haas,BEA,False,Finished
2025,Belgian Grand Prix,haas,OCO,False,Finished
2025,Belgian Grand Prix,mclaren,NOR,False,Finished
2025,Belgian Grand Prix,mclaren,PIA,False,Finished
2025,Belgian Grand Prix,mercedes,ANT,False,Finished
2025,Belgian Grand Prix,mercedes,RUS,False,Finished
2025,Belgian Grand Prix,racing_bulls,HAD,True,Lapped
2025,Belgian Grand Prix,racing_bulls,LAW,False,Finished
2025,Belgian Grand Prix,red_bull,TSU,False,Finished
2025,Belgian Grand Prix,red_bull,VER,False,Finished
2025,Belgian Grand Prix,sauber,BOR,False,Finished
2025,Belgian Grand Prix,sauber,HUL,False,Finished
2025,Belgian Grand Prix,williams,ALB,False,Finished
2025,Belgian Grand Prix,williams,SAI,False,Finished
2025,British Grand Prix,alpine,COL,True,Did not start
2025,British Grand Prix,alpine,GAS,False,Finished
2025,British Grand Prix,aston_martin,ALO,False,Finished
2025,British Grand Prix,aston_martin,STR,False,Finished
2025,British Grand Prix,ferrari,HAM,False,Finished
2025,British Grand Prix,ferrari,LEC,False,Finished
2025,British Grand Prix,haas,BEA,False,Finished
2025,British Grand Prix,haas,OCO,False,Finished
2025,British Grand Prix,mclaren,NOR,False,Finished
2025,British Grand Prix,mclaren,PIA,False,Finished
2025,British Grand Prix,mercedes,ANT,True,Retired
2025,British Grand Prix,mercedes,RUS,False,Finished
2025,British Grand Prix,racing_bulls,HAD,True,Retired
2025,British Grand Prix,racing_bulls,LAW,True,Retired
2025,British Grand Prix,red_bull,TSU,True,Lapped
2025,British Grand Prix,red_bull,VER,False,Finished
2025,British Grand Prix,sauber,BOR,True,Retired
2025,British Grand Prix,sauber,HUL,False,Finished
2025,British Grand Prix,williams,ALB,False,Finished
2025,British Grand Prix,williams,SAI,False,Finished
2025,Canadian Grand Prix,alpine,COL,True,Lapped
2025,Canadian Grand Prix,alpine,GAS,True,Lapped
2025,Canadian Grand Prix,aston_martin,ALO,False,Finished
2025,Canadian Grand Prix,aston_martin,STR,True,Lapped
2025,Canadian Grand Prix,ferrari,HAM,False,Finished
2025,Canadian Grand Prix,ferrari,LEC,False,Finished
2025,Canadian Grand Prix,haas,BEA,True,Lapped
2025,Canadian Grand Prix,haas,OCO,True,Lapped
2025,Canadian Grand Prix,mclaren,NOR,True,Retired
2025,Canadian Grand Prix,mclaren,PIA,False,Finished
2025,Canadian Grand Prix,mercedes,ANT,False,Finished
2025,Canadian Grand Prix,mercedes,RUS,False,Finished
2025,Canadian Grand Prix,racing_bulls,HAD,True,Lapped
2025,Canadian Grand Prix,racing_bulls,LAW,True,Retired
2025,Canadian Grand Prix,red_bull,TSU,True,Lapped
2025,Canadian Grand Prix,red_bull,VER,False,Finished
2025,Canadian Grand Prix,sauber,BOR,True,Lapped
2025,Canadian Grand Prix,sauber,HUL,False,Finished
2025,Canadian Grand Prix,williams,ALB,True,Retired
2025,Canadian Grand Prix,williams,SAI,True,Lapped
2025,Chinese Grand Prix,alpine,DOO,False,Finished
2025,Chinese Grand Prix,alpine,GAS,True,Disqualified
2025,Chinese Grand Prix,aston_martin,ALO,True,Retired
2025,Chinese Grand Prix,aston_martin,STR,False,Finished
2025,Chinese Grand Prix,ferrari,HAM,True,Disqualified
2025,Chinese Grand Prix,ferrari,LEC,True,Disqualified
2025,Chinese Grand Prix,haas,BEA,False,Finished
2025,Chinese Grand Prix,haas,OCO,False,Finished
2025,Chinese Grand Prix,mclaren,NOR,False,Finished
2025,Chinese Grand Prix,mclaren,PIA,False,Finished
2025,Chinese Grand Prix,mercedes,ANT,False,Finished
2025,Chinese Grand Prix,mercedes,RUS,False,Finished
2025,Chinese Grand Prix,racing_bulls,HAD,False,Finished
2025,Chinese Grand Prix,racing_bulls,TSU,True,Lapped
2025,Chinese Grand Prix,red_bull,LAW,False,Finished
2025,Chinese Grand Prix,red_bull,VER,False,Finished
2025,Chinese Grand Prix,sauber,BOR,True,Lapped
2025,Chinese Grand Prix,sauber,HUL,True,Lapped
2025,Chinese Grand Prix,williams,ALB,False,Finished
2025,Chinese Grand Prix,williams,SAI,False,Finished
2025,Dutch Grand Prix,alpine,COL,False,Finished
2025,Dutch Grand Prix,alpine,GAS,False,Finished
2025,Dutch Grand Prix,aston_martin,ALO,False,Finished
2025,Dutch Grand Prix,aston_martin,STR,False,Finished
2025,Dutch Grand Prix,ferrari,HAM,True,Retired
2025,Dutch Grand Prix,ferrari,LEC,True,Retired
2025,Dutch Grand Prix,haas,BEA,False,Finished
2025,Dutch Grand Prix,haas,OCO,False,Finished
2025,Dutch Grand Prix,mclaren,NOR,True,Retired
2025,Dutch Grand Prix,mclaren,PIA,False,Finished
2025,Dutch Grand Prix,mercedes,ANT,False,Finished
2025,Dutch Grand Prix,mercedes,RUS,False,Finished
2025,Dutch Grand Prix,racing_bulls,HAD,False,Finished
2025,Dutch Grand Prix,racing_bulls,LAW,False,Finished
2025,Dutch Grand Prix,red_bull,TSU,False,Finished
2025,Dutch Grand Prix,red_bull,VER,False,Finished
2025,Dutch Grand Prix,sauber,BOR,False,Finished
2025,Dutch Grand Prix,sauber,HUL,False,Finished
2025,Dutch Grand Prix,williams,ALB,False,Finished
2025,Dutch Grand Prix,williams,SAI,False,Finished
2025,Emilia Romagna Grand Prix,alpine,COL,False,Finished
2025,Emilia Romagna Grand Prix,alpine,GAS,False,Finished
2025,Emilia Romagna Grand Prix,aston_martin,ALO,False,Finished
2025,Emilia Romagna Grand Prix,aston_martin,STR,False,Finished
2025,Emilia Romagna Grand Prix,ferrari,HAM,False,Finished
2025,Emilia Romagna Grand Prix,ferrari,LEC,False,Finished
2025,Emilia Romagna Grand Prix,haas,BEA,False,Finished
2025,Emilia Romagna Grand Prix,haas,OCO,True,Retired
2025,Emilia Romagna Grand Prix,mclaren,NOR,False,Finished
2025,Emilia Romagna Grand Prix,mclaren,PIA,False,Finished
2025,Emilia Romagna Grand Prix,mercedes,ANT,True,Retired
2025,Emilia Romagna Grand Prix,mercedes,RUS,False,Finished
2025,Emilia Romagna Grand Prix,racing_bulls,HAD,False,Finished
2025,Emilia Romagna Grand Prix,racing_bulls,LAW,False,Finished
2025,Emilia Romagna Grand Prix,red_bull,TSU,False,Finished
2025,Emilia Romagna Grand Prix,red_bull,VER,False,Finished
2025,Emilia Romagna Grand Prix,sauber,BOR,False,Finished
2025,Emilia Romagna Grand Prix,sauber,HUL,False,Finished
2025,Emilia Romagna Grand Prix,williams,ALB,False,Finished
2025,Emilia Romagna Grand Prix,williams,SAI,False,Finished
2025,Hungarian Grand Prix,alpine,COL,True,Lapped
2025,Hungarian Grand Prix,alpine,GAS,True,Lapped
2025,Hungarian Grand Prix,aston_martin,ALO,False,Finished
2025,Hungarian Grand Prix,aston_martin,STR,False,Finished
2025,Hungarian Grand Prix,ferrari,HAM,True,Lapped
2025,Hungarian Grand Prix,ferrari,LEC,False,Finished
2025,Hungarian Grand Prix,haas,BEA,True,Retired
2025,Hungarian Grand Prix,haas,OCO,True,Lapped
2025,Hungarian Grand Prix,mclaren,NOR,False,Finished
2025,Hungarian Grand Prix,mclaren,PIA,False,Finished
2025,Hungarian Grand Prix,mercedes,ANT,True,Lapped
2025,Hungarian Grand Prix,mercedes,RUS,False,Finished
2025,Hungarian Grand Prix,racing_bulls,HAD,True,Lapped
2025,Hungarian Grand Prix,racing_bulls,LAW,False,Finished
2025,Hungarian Grand Prix,red_bull,TSU,True,Lapped
2025,Hungarian Grand Prix,red_bull,VER,False,Finished
2025,Hungarian Grand Prix,sauber,BOR,False,Finished
2025,Hungarian Grand Prix,sauber,HUL,True,Lapped
2025,Hungarian Grand Prix,williams,ALB,True,Lapped
2025,Hungarian Grand Prix,williams,SAI,True,Lapped
2025,Italian Grand Prix,alpine,COL,True,Lapped
2025,Italian Grand Prix,alpine,GAS,True,Lapped
2025,Italian Grand Prix,aston_martin,ALO,True,Retired
2025,Italian Grand Prix,aston_martin,STR,True,Lapped
2025,Italian Grand Prix,ferrari,HAM,False,Finished
2025,Italian Grand Prix,ferrari,LEC,False,Finished
2025,Italian Grand Prix,haas,BEA,False,Finished
2025,Italian Grand Prix,haas,OCO,True,Lapped
2025,Italian Grand Prix,mclaren,NOR,False,Finished
2025,Italian Grand Prix,mclaren,PIA,False,Finished
2025,Italian Grand Prix,mercedes,ANT,False,Finished
2025,Italian Grand Prix,mercedes,RUS,False,Finished
2025,Italian Grand Prix,racing_bulls,HAD,False,Finished
2025,Italian Grand Prix,racing_bulls,LAW,False,Finished
2025,Italian Grand Prix,red_bull,TSU,False,Finished
2025,Italian Grand Prix,red_bull,VER,False,Finished
2025,Italian Grand Prix,sauber,BOR,False,Finished
2025,Italian Grand Prix,sauber,HUL,True,Did not start
2025,Italian Grand Prix,williams,ALB,False,Finished
2025,Italian Grand Prix,williams,SAI,False,Finished
2025,Japanese Grand Prix,alpine,DOO,False,Finished
2025,Japanese Grand Prix,alpine,GAS,False,Finished
2025,Japanese Grand Prix,aston_martin,ALO,False,Finished
2025,Japanese Grand Prix,aston_martin,STR,True,Lapped
2025,Japanese Grand Prix,ferrari,HAM,False,Finished
2025,Japanese Grand Prix,ferrari,LEC,False,Finished
2025,Japanese Grand Prix,haas,BEA,False,Finished
2025,Japanese Grand Prix,haas,OCO,False,Finished
2025,Japanese Grand Prix,mclaren,NOR,False,Finished
2025,Japanese Grand Prix,mclaren,PIA,False,Finished
2025,Japanese Grand Prix,mercedes,ANT,False,Finished
2025,Japanese Grand Prix,mercedes,RUS,False,Finished
2025,Japanese Grand Prix,racing_bulls,HAD,False,Finished
2025,Japanese Grand Prix,racing_bulls,LAW,False,Finished
2025,Japanese Grand Prix,red_bull,TSU,False,Finished
2025,Japanese Grand Prix,red_bull,VER,False,Finished
2025,Japanese Grand Prix,sauber,BOR,False,Finished
2025,Japanese Grand Prix,sauber,HUL,False,Finished
2025,Japanese Grand Prix,williams,ALB,False,Finished
2025,Japanese Grand Prix,williams,SAI,False,Finished
2025,Las Vegas Grand Prix,alpine,COL,True,Lapped
2025,Las Vegas Grand Prix,alpine,GAS,False,Finished
2025,Las Vegas Grand Prix,aston_martin,ALO,False,Finished
2025,Las Vegas Grand Prix,aston_martin,STR,True,Retired
2025,Las Vegas Grand Prix,ferrari,HAM,False,Finished
2025,Las Vegas Grand Prix,ferrari,LEC,False,Finished
2025,Las Vegas Grand Prix,haas,BEA,False,Finished
2025,Las Vegas Grand Prix,haas,OCO,False,Finished
2025,Las Vegas Grand Prix,mclaren,NOR,True,Disqualified
2025,Las Vegas Grand Prix,mclaren,PIA,True,Disqualified
2025,Las Vegas Grand Prix,mercedes,ANT,False,Finished
2025,Las Vegas Grand Prix,mercedes,RUS,False,Finished
2025,Las Vegas Grand Prix,racing_bulls,HAD,False,Finished
2025,Las Vegas Grand Prix,racing_bulls,LAW,True,Lapped
2025,Las Vegas Grand Prix,red_bull,TSU,False,Finished
2025,Las Vegas Grand Prix,red_bull,VER,False,Finished
2025,Las Vegas Grand Prix,sauber,BOR,True,Retired
2025,Las Vegas Grand Prix,sauber,HUL,False,Finished
2025,Las Vegas Grand Prix,williams,ALB,True,Retired
2025,Las Vegas Grand Prix,williams,SAI,False,Finished
2025,Mexico City Grand Prix,alpine,COL,True,Lapped
2025,Mexico City Grand Prix,alpine,GAS,True,Lapped
2025,Mexico City Grand Prix,aston_martin,ALO,True,Retired
2025,Mexico City Grand Prix,aston_martin,STR,True,Lapped
2025,Mexico City Grand Prix,ferrari,HAM,False,Finished
2025,Mexico City Grand Prix,ferrari,LEC,False,Finished
2025,Mexico City Grand Prix,haas,BEA,False,Finished
2025,Mexico City Grand Prix,haas,OCO,False,Finished
2025,Mexico City Grand Prix,mclaren,NOR,False,Finished
2025,Mexico City Grand Prix,mclaren,PIA,False,Finished
2025,Mexico City Grand Prix,mercedes,ANT,False,Finished
2025,Mexico City Grand Prix,mercedes,RUS,False,Finished
2025,Mexico City Grand Prix,racing_bulls,HAD,True,Lapped
2025,Mexico City Grand Prix,racing_bulls,LAW,True,Retired
2025,Mexico City Grand Prix,red_bull,TSU,False,Finished
2025,Mexico City Grand Prix,red_bull,VER,False,Finished
2025,Mexico City Grand Prix,sauber,BOR,False,Finished
2025,Mexico City Grand Prix,sauber,HUL,True,Retired
2025,Mexico City Grand Prix,williams,ALB,True,Lapped
2025,Mexico City Grand Prix,williams,SAI,True,Retired
2025,Miami Grand Prix,alpine,DOO,True,Retired
2025,Miami Grand Prix,alpine,GAS,False,Finished
2025,Miami Grand Prix,aston_martin,ALO,True,Lapped
2025,Miami Grand Prix,aston_martin,STR,True,Lapped
2025,Miami Grand Prix,ferrari,HAM,False,Finished
2025,Miami Grand Prix,ferrari,LEC,False,Finished
2025,Miami Grand Prix,haas,BEA,True,Retired
2025,Miami Grand Prix,haas,OCO,False,Finished
2025,Miami Grand Prix,mclaren,NOR,False,Finished
2025,Miami Grand Prix,mclaren,PIA,False,Finished
2025,Miami Grand Prix,mercedes,ANT,False,Finished
2025,Miami Grand Prix,mercedes,RUS,False,Finished
2025,Miami Grand Prix,racing_bulls,HAD,False,Finished
2025,Miami Grand Prix,racing_bulls,LAW,True,Retired
2025,Miami Grand Prix,red_bull,TSU,False,Finished
2025,Miami Grand Prix,red_bull,VER,False,Finished
2025,Miami Grand Prix,sauber,BOR,True,Retired
2025,Miami Grand Prix,sauber,HUL,True,Lapped
2025,Miami Grand Prix,williams,ALB,False,Finished
2025,Miami Grand Prix,williams,SAI,False,Finished
2025,Monaco Grand Prix,alpine,COL,True,Lapped
2025,Monaco Grand Prix,alpine,GAS,True,Retired
2025,Monaco Grand Prix,aston_martin,ALO,True,Retired
2025,Monaco Grand Prix,aston_martin,STR,True,Lapped
2025,Monaco Grand Prix,ferrari,HAM,False,Finished
2025,Monaco Grand Prix,ferrari,LEC,False,Finished
2025,Monaco Grand Prix,haas,BEA,True,Lapped
2025,Monaco Grand Prix,haas,OCO,True,Lapped
2025,Monaco Grand Prix,mclaren,NOR,False,Finished
2025,Monaco Grand Prix,mclaren,PIA,False,Finished
2025,Monaco Grand Prix,mercedes,ANT,True,Lapped
2025,Monaco Grand Prix,mercedes,RUS,True,Lapped
2025,Monaco Grand Prix,racing_bulls,HAD,True,Lapped
2025,Monaco Grand Prix,racing_bulls,LAW,True,Lapped
2025,Monaco Grand Prix,red_bull,TSU,True,Lapped
2025,Monaco Grand Prix,red_bull,VER,False,Finished
2025,Monaco Grand Prix,sauber,BOR,True,Lapped
2025,Monaco Grand Prix,sauber,HUL,True,Lapped
2025,Monaco Grand Prix,williams,ALB,True,Lapped
2025,Monaco Grand Prix,williams,SAI,True,Lapped
2025,Qatar Grand Prix,alpine,COL,True,Lapped
2025,Qatar Grand Prix,alpine,GAS,True,Lapped
2025,Qatar Grand Prix,aston_martin,ALO,False,Finished
2025,Qatar Grand Prix,aston_martin,STR,True,Retired
2025,Qatar Grand Prix,ferrari,HAM,False,Finished
2025,Qatar Grand Prix,ferrari,LEC,False,Finished
2025,Qatar Grand Prix,haas,BEA,True,Retired
2025,Qatar Grand Prix,haas,OCO,True,Lapped
2025,Qatar Grand Prix,mclaren,NOR,False,Finished
2025,Qatar Grand Prix,mclaren,PIA,False,Finished
2025,Qatar Grand Prix,mercedes,ANT,False,Finished
2025,Qatar Grand Prix,mercedes,RUS,False,Finished
2025,Qatar Grand Prix,racing_bulls,HAD,True,Retired
2025,Qatar Grand Prix,racing_bulls,LAW,False,Finished
2025,Qatar Grand Prix,red_bull,TSU,False,Finished
2025,Qatar Grand Prix,red_bull,VER,False,Finished
2025,Qatar Grand Prix,sauber,BOR,False,Finished
2025,Qatar Grand Prix,sauber,HUL,True,Retired
2025,Qatar Grand Prix,williams,ALB,False,Finished
2025,Qatar Grand Prix,williams,SAI,False,Finished
2025,Saudi Arabian Grand Prix,alpine,DOO,True,Lapped
2025,Saudi Arabian Grand Prix,alpine,GAS,True,Retired
2025,Saudi Arabian Grand Prix,aston_martin,ALO,False,Finished
2025,Saudi Arabian Grand Prix,aston_martin,STR,True,Lapped
2025,Saudi Arabian Grand Prix,ferrari,HAM,False,Finished
2025,Saudi Arabian Grand Prix,ferrari,LEC,False,Finished
2025,Saudi Arabian Grand Prix,haas,BEA,False,Finished
2025,Saudi Arabian Grand Prix,haas,OCO,False,Finished
2025,Saudi Arabian Grand Prix,mclaren,NOR,False,Finished
2025,Saudi Arabian Grand Prix,mclaren,PIA,False,Finished
2025,Saudi Arabian Grand Prix,mercedes,ANT,False,Finished
2025,Saudi Arabian Grand Prix,mercedes,RUS,False,Finished
2025,Saudi Arabian Grand Prix,racing_bulls,HAD,False,Finished
2025,Saudi Arabian Grand Prix,racing_bulls,LAW,False,Finished
2025,Saudi Arabian Grand Prix,red_bull,TSU,True,Retired
2025,Saudi Arabian Grand Prix,red_bull,VER,False,Finished
2025,Saudi Arabian Grand Prix,sauber,BOR,True,Lapped
2025,Saudi Arabian Grand Prix,sauber,HUL,True,Lapped
2025,Saudi Arabian Grand Prix,williams,ALB,False,Finished
2025,Saudi Arabian Grand Prix,williams,SAI,False,Finished
2025,Singapore Grand Prix,alpine,COL,True,Lapped
2025,Singapore Grand Prix,alpine,GAS,True,Lapped
2025,Singapore Grand Prix,aston_martin,ALO,False,Finished
2025,Singapore Grand Prix,aston_martin,STR,True,Lapped
2025,Singapore Grand Prix,ferrari,HAM,False,Finished
2025,Singapore Grand Prix,ferrari,LEC,False,Finished
2025,Singapore Grand Prix,haas,BEA,False,Finished
2025,Singapore Grand Prix,haas,OCO,True,Lapped
2025,Singapore Grand Prix,mclaren,NOR,False,Finished
2025,Singapore Grand Prix,mclaren,PIA,False,Finished
2025,Singapore Grand Prix,mercedes,ANT,False,Finished
2025,Singapore Grand Prix,mercedes,RUS,False,Finished
2025,Singapore Grand Prix,racing_bulls,HAD,True,Lapped
2025,Singapore Grand Prix,racing_bulls,LAW,True,Lapped
2025,Singapore Grand Prix,red_bull,TSU,True,Lapped
2025,Singapore Grand Prix,red_bull,VER,False,Finished
2025,Singapore Grand Prix,sauber,BOR,True,Lapped
2025,Singapore Grand Prix,sauber,HUL,True,Lapped
2025,Singapore Grand Prix,williams,ALB,True,Lapped
2025,Singapore Grand Prix,williams,SAI,True,Lapped
2025,Spanish Grand Prix,alpine,COL,False,Finished
2025,Spanish Grand Prix,alpine,GAS,False,Finished
2025,Spanish Grand Prix,aston_martin,ALO,False,Finished
2025,Spanish Grand Prix,ferrari,HAM,False,Finished
2025,Spanish Grand Prix,ferrari,LEC,False,Finished
2025,Spanish Grand Prix,haas,BEA,False,Finished
2025,Spanish Grand Prix,haas,OCO,False,Finished
2025,Spanish Grand Prix,mclaren,NOR,False,Finished
2025,Spanish Grand Prix,mclaren,PIA,False,Finished
2025,Spanish Grand Prix,mercedes,ANT,True,Retired
2025,Spanish Grand Prix,mercedes,RUS,False,Finished
2025,Spanish Grand Prix,racing_bulls,HAD,False,Finished
2025,Spanish Grand Prix,racing_bulls,LAW,False,Finished
2025,Spanish Grand Prix,red_bull,TSU,False,Finished
2025,Spanish Grand Prix,red_bull,VER,False,Finished
2025,Spanish Grand Prix,sauber,BOR,False,Finished
2025,Spanish Grand Prix,sauber,HUL,False,Finished
2025,Spanish Grand Prix,williams,ALB,True,Retired
2025,Spanish Grand Prix,williams,SAI,False,Finished
2025,São Paulo Grand Prix,alpine,COL,False,Finished
2025,São Paulo Grand Prix,alpine,GAS,False,Finished
2025,São Paulo Grand Prix,aston_martin,ALO,False,Finished
2025,São Paulo Grand Prix,aston_martin,STR,False,Finished
2025,São Paulo Grand Prix,ferrari,HAM,True,Retired
2025,São Paulo Grand Prix,ferrari,LEC,True,Retired
2025,São Paulo Grand Prix,haas,BEA,False,Finished
2025,São Paulo Grand Prix,haas,OCO,False,Finished
2025,São Paulo Grand Prix,mclaren,NOR,False,Finished
2025,São Paulo Grand Prix,mclaren,PIA,False,Finished
2025,São Paulo Grand Prix,mercedes,ANT,False,Finished
2025,São Paulo Grand Prix,mercedes,RUS,False,Finished
2025,São Paulo Grand Prix,racing_bulls,HAD,False,Finished
2025,São Paulo Grand Prix,racing_bulls,LAW,False,Finished
2025,São Paulo Grand Prix,red_bull,TSU,False,Finished
2025,São Paulo Grand Prix,red_bull,VER,False,Finished
2025,São Paulo Grand Prix,sauber,BOR,True,Retired
2025,São Paulo Grand Prix,sauber,HUL,False,Finished
2025,São Paulo Grand Prix,williams,ALB,False,Finished
2025,São Paulo Grand Prix,williams,SAI,False,Finished
2025,United States Grand Prix,alpine,COL,True,Lapped
2025,United States Grand Prix,alpine,GAS,True,Lapped
2025,United States Grand Prix,aston_martin,ALO,False,Finished
2025,United States Grand Prix,aston_martin,STR,False,Finished
2025,United States Grand Prix,ferrari,HAM,False,Finished
2025,United States Grand Prix,ferrari,LEC,False,Finished
2025,United States Grand Prix,haas,BEA,False,Finished
2025,United States Grand Prix,haas,OCO,False,Finished
2025,United States Grand Prix,mclaren,NOR,False,Finished
2025,United States Grand Prix,mclaren,PIA,False,Finished
2025,United States Grand Prix,mercedes,ANT,False,Finished
2025,United States Grand Prix,mercedes,RUS,False,Finished
2025,United States Grand Prix,racing_bulls,HAD,False,Finished
2025,United States Grand Prix,racing_bulls,LAW,False,Finished
2025,United States Grand Prix,red_bull,TSU,False,Finished
