season,driver,race_name,round,circuit_type,team,fp1_pos,fp2_pos,fp3_pos,sprint_qualifying_pos,sprint_race_pos,qualifying_pos,race_pos,race_dnf_status,race_classified_position,weighted_performance_score
2024,GAS,Zandvoort,15,Permanent,Alpine,20.0,14.0,1.0,,,,,Lapped,9,5.200000000000001
2024,GAS,Interlagos,15,Permanent,Alpine,20.0,14.0,1.0,,,,,Lapped,9,5.200000000000001
2024,HAM,Zandvoort,15,Permanent,Mercedes,3.0,3.0,15.0,,,,,,,6.9
2024,HAM,Interlagos,15,Permanent,Mercedes,3.0,3.0,15.0,,,,,,,6.9
2024,HUL,Zandvoort,15,Permanent,Haas,8.0,20.0,9.0,,,,,Lapped,11,8.4
2024,HUL,Interlagos,15,Permanent,Haas,8.0,20.0,9.0,,,,,Lapped,11,8.4
2024,LAW,Interlagos,15,Permanent,RB,,,,,,,,,,
2024,LEC,Zandvoort,15,Permanent,Ferrari,13.0,9.0,16.0,,,,,,,9.5
2024,LEC,Interlagos,15,Permanent,Ferrari,13.0,9.0,16.0,,,,,,,9.5
2024,MAG,Zandvoort,15,Permanent,Haas,9.0,8.0,2.0,,,,,Lapped,18,3.3
2024,NOR,Zandvoort,15,Permanent,McLaren,1.0,4.0,4.0,,,,,,,2.5
2024,NOR,Interlagos,15,Permanent,McLaren,1.0,4.0,4.0,,,,,,,2.5
2024,OCO,Zandvoort,15,Permanent,Alpine,18.0,17.0,6.0,,,,,Lapped,15,7.6000000000000005
2024,OCO,Interlagos,15,Permanent,Alpine,18.0,17.0,6.0,,,,,Lapped,15,7.6000000000000005
2024,PER,Zandvoort,15,Permanent,Red Bull,12.0,12.0,,,,,,,,3.6000000000000005
2024,PER,Interlagos,15,Permanent,Red Bull,12.0,12.0,,,,,,,,3.6000000000000005
2024,PIA,Zandvoort,15,Permanent,McLaren,7.0,2.0,7.0,,,,,,,3.9000000000000004
2024,PIA,Interlagos,15,Permanent,McLaren,7.0,2.0,7.0,,,,,,,3.9000000000000004
2024,RIC,Zandvoort,15,Permanent,RB,19.0,13.0,18.0,,,,,Lapped,12,11.7
2024,RUS,Zandvoort,15,Permanent,Mercedes,5.0,1.0,13.0,,,,,,,5.9
2024,RUS,Interlagos,15,Permanent,Mercedes,5.0,1.0,13.0,,,,,,,5.9
2024,SAI,Zandvoort,15,Permanent,Ferrari,4.0,19.0,10.0,,,,,,,8.2
2024,SAI,Interlagos,15,Permanent,Ferrari,4.0,19.0,10.0,,,,,,,8.2
2024,SAR,Zandvoort,15,Permanent,Williams,17.0,15.0,12.0,,,,,Lapped,16,9.5
2024,STR,Zandvoort,15,Permanent,Aston Martin,11.0,11.0,8.0,,,,,Lapped,13,6.5
2024,TSU,Zandvoort,15,Permanent,RB,14.0,7.0,,,,,,Lapped,17,2.8000000000000003
2024,TSU,Interlagos,15,Permanent,RB,14.0,7.0,,,,,,Lapped,17,2.8000000000000003
2024,VER,Zandvoort,15,Permanent,Red Bull,2.0,5.0,17.0,,,,,,,8.0
2024,VER,Interlagos,15,Permanent,Red Bull,2.0,5.0,17.0,,,,,,,8.0
2024,ZHO,Zandvoort,15,Permanent,Sauber,10.0,16.0,11.0,,,,,Lapped,20,8.600000000000001
2024,ZHO,Interlagos,15,Permanent,Sauber,10.0,16.0,11.0,,,,,Lapped,20,8.600000000000001
2024,ALB,Monza,16,Permanent,Williams,8.0,13.0,8.0,,,,,,,6.6000000000000005
2024,ALO,Monza,16,Permanent,Aston Martin,10.0,9.0,11.0,,,,,,,7.2
2024,BOT,Monza,16,Permanent,Sauber,5.0,11.0,19.0,,,,,Lapped,16,10.3
2024,COL,Monza,16,Permanent,Williams,18.0,17.0,9.0,,,,,,,8.8
2024,GAS,Monza,16,Permanent,Alpine,14.0,18.0,14.0,,,,,Lapped,15,10.600000000000001
2024,HAM,Monza,16,Permanent,Mercedes,7.0,1.0,1.0,,,,,,,1.3000000000000003
2024,HUL,Monza,16,Permanent,Haas,19.0,7.0,10.0,,,,,Lapped,17,7.300000000000001
2024,LEC,Monza,16,Permanent,Ferrari,2.0,5.0,3.0,,,,,,,2.4000000000000004
2024,MAG,Monza,16,Permanent,Haas,11.0,12.0,16.0,,,,,,,9.9
2024,NOR,Monza,16,Permanent,McLaren,3.0,2.0,5.0,,,,,,,2.7
2024,OCO,Monza,16,Permanent,Alpine,17.0,19.0,17.0,,,,,Lapped,14,12.3
2024,PER,Monza,16,Permanent,Red Bull,9.0,15.0,18.0,,,,,,,11.1
2024,PIA,Monza,16,Permanent,McLaren,6.0,4.0,4.0,,,,,,,3.0
2024,RIC,Monza,16,Permanent,RB,12.0,8.0,12.0,,,,,,,7.600000000000001
2024,RUS,Monza,16,Permanent,Mercedes,,6.0,2.0,,,,,,,2.0
2024,SAI,Monza,16,Permanent,Ferrari,4.0,3.0,7.0,,,,,,,3.8000000000000003
2024,STR,Monza,16,Permanent,Aston Martin,16.0,10.0,15.0,,,,,Lapped,19,9.6
2024,TSU,Monza,16,Permanent,RB,13.0,16.0,13.0,,,,,Retired,R,9.7
2024,VER,Monza,16,Permanent,Red Bull,1.0,14.0,6.0,,,,,,,5.300000000000001
2024,ZHO,Monza,16,Permanent,Sauber,15.0,20.0,20.0,,,,,Lapped,18,13.5
2024,ALB,Baku,17,Street,Williams,17.0,13.0,8.0,,,,,,,7.500000000000001
2024,ALO,Baku,17,Street,Aston Martin,7.0,12.0,11.0,,,,,,,7.500000000000001
2024,BEA,Baku,17,Street,Haas,11.0,10.0,,,,,,,,3.1
2024,BOT,Baku,17,Street,Sauber,14.0,15.0,17.0,,,,,Lapped,16,11.200000000000001
2024,COL,Baku,17,Street,Williams,16.0,14.0,9.0,,,,,,,8.0
2024,GAS,Baku,17,Street,Alpine,18.0,18.0,15.0,,,,,,,11.4
2024,HAM,Baku,17,Street,Mercedes,2.0,3.0,10.0,,,,,,,4.8
2024,HUL,Baku,17,Street,Haas,12.0,8.0,16.0,,,,,,,9.200000000000001
2024,LEC,Baku,17,Street,Ferrari,9.0,1.0,2.0,,,,,,,1.9000000000000001
2024,NOR,Baku,17,Street,McLaren,4.0,17.0,3.0,,,,,,,5.0
2024,OCO,Baku,17,Street,Alpine,,19.0,,,,,,Lapped,15,3.8000000000000003
2024,PER,Baku,17,Street,Red Bull,3.0,2.0,7.0,,,,,Retired,17,3.5000000000000004
2024,PIA,Baku,17,Street,McLaren,6.0,5.0,4.0,,,,,,,3.2
2024,RIC,Baku,17,Street,RB,10.0,16.0,14.0,,,,,,,9.8
2024,RUS,Baku,17,Street,Mercedes,8.0,9.0,1.0,,,,,,,3.0
2024,SAI,Baku,17,Street,Ferrari,5.0,4.0,6.0,,,,,Retired,18,3.7
2024,STR,Baku,17,Street,Aston Martin,13.0,7.0,13.0,,,,,Retired,19,7.9
2024,TSU,Baku,17,Street,RB,15.0,11.0,12.0,,,,,Retired,R,8.5
2024,VER,Baku,17,Street,Red Bull,1.0,6.0,5.0,,,,,,,3.3000000000000003
2024,ZHO,Baku,17,Street,Sauber,19.0,20.0,18.0,,,,,,,13.100000000000001
2024,ALB,Singapore,18,Street,Williams,8.0,9.0,8.0,,,,,Retired,R,5.800000000000001
2024,ALB,Yas Marina Circuit,18,Unknown,Williams,8.0,9.0,8.0,,,,,Retired,R,5.800000000000001
2024,ALO,Singapore,18,Street,Aston Martin,9.0,12.0,10.0,,,,,Lapped,8,7.300000000000001
2024,ALO,Yas Marina Circuit,18,Unknown,Aston Martin,9.0,12.0,10.0,,,,,Lapped,8,7.300000000000001
2024,BOT,Singapore,18,Street,Sauber,18.0,20.0,19.0,,,,,Lapped,16,13.4
2024,BOT,Yas Marina Circuit,18,Unknown,Sauber,18.0,20.0,19.0,,,,,Lapped,16,13.4
2024,COL,Singapore,18,Street,Williams,11.0,16.0,9.0,,,,,Lapped,11,7.9
2024,COL,Yas Marina Circuit,18,Unknown,Williams,11.0,16.0,9.0,,,,,Lapped,11,7.9
2024,DOO,Yas Marina Circuit,18,Unknown,Alpine,,,,,,,,,,
2024,GAS,Singapore,18,Street,Alpine,13.0,18.0,14.0,,,,,Lapped,17,10.5
2024,GAS,Yas Marina Circuit,18,Unknown,Alpine,13.0,18.0,14.0,,,,,Lapped,17,10.5
2024,HAM,Singapore,18,Street,Mercedes,12.0,11.0,7.0,,,,,,,6.200000000000001
2024,HAM,Yas Marina Circuit,18,Unknown,Mercedes,12.0,11.0,7.0,,,,,,,6.200000000000001
2024,HUL,Singapore,18,Street,Haas,20.0,10.0,12.0,,,,,Lapped,9,8.8
2024,HUL,Yas Marina Circuit,18,Unknown,Haas,20.0,10.0,12.0,,,,,Lapped,9,8.8
2024,LAW,Yas Marina Circuit,18,Unknown,RB,,,,,,,,,,
2024,LEC,Singapore,18,Street,Ferrari,1.0,2.0,5.0,,,,,,,2.5
2024,LEC,Yas Marina Circuit,18,Unknown,Ferrari,1.0,2.0,5.0,,,,,,,2.5
2024,MAG,Singapore,18,Street,Haas,17.0,13.0,13.0,,,,,Retired,19,9.5
2024,MAG,Yas Marina Circuit,18,Unknown,Haas,17.0,13.0,13.0,,,,,Retired,19,9.5
2024,NOR,Singapore,18,Street,McLaren,2.0,1.0,1.0,,,,,,,0.8
2024,NOR,Yas Marina Circuit,18,Unknown,McLaren,2.0,1.0,1.0,,,,,,,0.8
2024,OCO,Singapore,18,Street,Alpine,10.0,17.0,16.0,,,,,Lapped,13,10.8
2024,PER,Singapore,18,Street,Red Bull,14.0,8.0,15.0,,,,,Lapped,10,9.0
2024,PIA,Singapore,18,Street,McLaren,6.0,5.0,3.0,,,,,,,2.8000000000000003
2024,PIA,Yas Marina Circuit,18,Unknown,McLaren,6.0,5.0,3.0,,,,,,,2.8000000000000003
2024,RIC,Singapore,18,Street,RB,7.0,6.0,17.0,,,,,Lapped,18,8.700000000000001
2024,RUS,Singapore,18,Street,Mercedes,16.0,7.0,2.0,,,,,,,3.8
2024,RUS,Yas Marina Circuit,18,Unknown,Mercedes,16.0,7.0,2.0,,,,,,,3.8
2024,SAI,Singapore,18,Street,Ferrari,3.0,3.0,6.0,,,,,,,3.3000000000000007
2024,SAI,Yas Marina Circuit,18,Unknown,Ferrari,3.0,3.0,6.0,,,,,,,3.3000000000000007
2024,STR,Singapore,18,Street,Aston Martin,15.0,14.0,18.0,,,,,Lapped,14,11.5
2024,STR,Yas Marina Circuit,18,Unknown,Aston Martin,15.0,14.0,18.0,,,,,Lapped,14,11.5
2024,TSU,Singapore,18,Street,RB,5.0,4.0,11.0,,,,,Lapped,12,5.7
2024,TSU,Yas Marina Circuit,18,Unknown,RB,5.0,4.0,11.0,,,,,Lapped,12,5.7
2024,VER,Singapore,18,Street,Red Bull,4.0,15.0,4.0,,,,,,,5.0
2024,VER,Yas Marina Circuit,18,Unknown,Red Bull,4.0,15.0,4.0,,,,,,,5.0
2024,ZHO,Singapore,18,Street,Sauber,19.0,19.0,20.0,,,,,Lapped,15,13.7
2024,ZHO,Yas Marina Circuit,18,Unknown,Sauber,19.0,19.0,20.0,,,,,Lapped,15,13.7
2024,ALB,Austin,19,Permanent,Williams,14.0,,,,,,,Lapped,16,1.4000000000000001
2024,ALO,Austin,19,Permanent,Aston Martin,9.0,,,,,,,Lapped,13,0.9
2024,BOT,Austin,19,Permanent,Sauber,18.0,,,,,,,Lapped,17,1.8
2024,COL,Austin,19,Permanent,Williams,19.0,,,,,,,,,1.9000000000000001
2024,GAS,Austin,19,Permanent,Alpine,12.0,,,,,,,,,1.2000000000000002
2024,HUL,Austin,19,Permanent,Haas,11.0,,,,,,,,,1.1
2024,LAW,Austin,19,Permanent,RB,13.0,,,,,,,,,1.3
2024,LEC,Austin,19,Permanent,Ferrari,2.0,,,,,,,,,0.2
2024,MAG,Austin,19,Permanent,Haas,8.0,,,,,,,,,0.8
2024,NOR,Austin,19,Permanent,McLaren,4.0,,,,,,,,,0.4
2024,OCO,Austin,19,Permanent,Alpine,17.0,,,,,,,Lapped,18,1.7000000000000002
2024,PER,Austin,19,Permanent,Red Bull,16.0,,,,,,,,,1.6
2024,PIA,Austin,19,Permanent,McLaren,5.0,,,,,,,,,0.5
2024,RUS,Austin,19,Permanent,Mercedes,7.0,,,,,,,,,0.7000000000000001
2024,SAI,Austin,19,Permanent,Ferrari,1.0,,,,,,,,,0.1
2024,STR,Austin,19,Permanent,Aston Martin,15.0,,,,,,,Lapped,15,1.5
2024,TSU,Austin,19,Permanent,RB,10.0,,,,,,,Lapped,14,1.0
2024,VER,Austin,19,Permanent,Red Bull,3.0,,,,,,,,,0.30000000000000004
2024,ZHO,Austin,19,Permanent,Sauber,20.0,,,,,,,Lapped,19,2.0
2024,ALO,Mexico City,20,Permanent,Aston Martin,,11.0,15.0,,,,,Retired,R,8.2
2024,BOT,Mexico City,20,Permanent,Sauber,8.0,8.0,12.0,,,,,Lapped,14,7.200000000000001
2024,COL,Mexico City,20,Permanent,Williams,11.0,15.0,13.0,,,,,Lapped,12,9.3
2024,GAS,Mexico City,20,Permanent,Alpine,15.0,16.0,20.0,,,,,Lapped,10,12.7
2024,HAM,Mexico City,20,Permanent,Mercedes,,7.0,5.0,,,,,,,3.4000000000000004
2024,HUL,Mexico City,20,Permanent,Haas,5.0,12.0,16.0,,,,,Lapped,9,9.3
2024,LAW,Mexico City,20,Permanent,RB,9.0,10.0,10.0,,,,,Lapped,16,6.9
2024,LEC,Mexico City,20,Permanent,Ferrari,,4.0,6.0,,,,,,,3.2
2024,MAG,Mexico City,20,Permanent,Haas,14.0,6.0,9.0,,,,,,,6.200000000000001
2024,NOR,Mexico City,20,Permanent,McLaren,,5.0,2.0,,,,,,,1.8
2024,OCO,Mexico City,20,Permanent,Alpine,7.0,13.0,18.0,,,,,Lapped,13,10.5
2024,PER,Mexico City,20,Permanent,Red Bull,10.0,9.0,14.0,,,,,Lapped,17,8.4
2024,PIA,Mexico City,20,Permanent,McLaren,6.0,2.0,1.0,,,,,,,1.4
2024,RUS,Mexico City,20,Permanent,Mercedes,1.0,18.0,8.0,,,,,,,6.9
2024,SAI,Mexico City,20,Permanent,Ferrari,2.0,1.0,3.0,,,,,,,1.6
2024,STR,Mexico City,20,Permanent,Aston Martin,16.0,14.0,17.0,,,,,Lapped,11,11.200000000000001
2024,VER,Mexico City,20,Permanent,Red Bull,4.0,,4.0,,,,,,,2.0
2024,ZHO,Mexico City,20,Permanent,Sauber,,17.0,19.0,,,,,Lapped,15,11.0
2024,ALB,Las Vegas,22,Street,Williams,13.0,20.0,7.0,,,,,Retired,R,8.1
2024,ALO,Las Vegas,22,Street,Aston Martin,7.0,14.0,15.0,,,,,,,9.5
2024,BOT,Las Vegas,22,Street,Sauber,16.0,11.0,17.0,,,,,Lapped,18,10.600000000000001
2024,COL,Las Vegas,22,Street,Williams,17.0,18.0,8.0,,,,,,,8.5
2024,GAS,Las Vegas,22,Street,Alpine,9.0,6.0,10.0,,,,,Retired,R,6.1
2024,HAM,Las Vegas,22,Street,Mercedes,1.0,1.0,6.0,,,,,,,2.7
2024,HUL,Las Vegas,22,Street,Haas,15.0,9.0,11.0,,,,,,,7.7
2024,LAW,Las Vegas,22,Street,RB,20.0,15.0,18.0,,,,,,,12.2
2024,LEC,Las Vegas,22,Street,Ferrari,4.0,5.0,12.0,,,,,,,6.200000000000001
2024,MAG,Las Vegas,22,Street,Haas,11.0,7.0,9.0,,,,,,,6.1
2024,NOR,Las Vegas,22,Street,McLaren,3.0,2.0,4.0,,,,,,,2.3000000000000003
2024,OCO,Las Vegas,22,Street,Alpine,14.0,12.0,14.0,,,,,Lapped,17,9.400000000000002
2024,PER,Las Vegas,22,Street,Red Bull,10.0,19.0,13.0,,,,,,,10.0
2024,PIA,Las Vegas,22,Street,McLaren,8.0,8.0,2.0,,,,,,,3.2
2024,RUS,Las Vegas,22,Street,Mercedes,2.0,3.0,1.0,,,,,,,1.2000000000000002
2024,SAI,Las Vegas,22,Street,Ferrari,6.0,4.0,3.0,,,,,,,2.6000000000000005
2024,STR,Las Vegas,22,Street,Aston Martin,12.0,13.0,19.0,,,,,,,11.4
2024,TSU,Las Vegas,22,Street,RB,19.0,10.0,16.0,,,,,,,10.3
2024,VER,Las Vegas,22,Street,Red Bull,5.0,17.0,5.0,,,,,,,5.9
2024,ZHO,Las Vegas,22,Street,Sauber,18.0,16.0,20.0,,,,,,,13.0
2024,ALB,Lusail,23,Permanent,Williams,9.0,,,,,,,Lapped,15,0.9
2024,ALO,Lusail,23,Permanent,Aston Martin,12.0,,,,,,,,,1.2000000000000002
2024,BOT,Lusail,23,Permanent,Sauber,6.0,,,,,,,,,0.6000000000000001
2024,GAS,Lusail,23,Permanent,Alpine,15.0,,,,,,,,,1.5
2024,HAM,Lusail,23,Permanent,Mercedes,10.0,,,,,,,,,1.0
2024,HUL,Lusail,23,Permanent,Haas,13.0,,,,,,,Retired,R,1.3
2024,LAW,Lusail,23,Permanent,RB,14.0,,,,,,,,,1.4000000000000001
2024,LEC,Lusail,23,Permanent,Ferrari,1.0,,,,,,,,,0.1
2024,MAG,Lusail,23,Permanent,Haas,16.0,,,,,,,,,1.6
2024,NOR,Lusail,23,Permanent,McLaren,2.0,,,,,,,,,0.2
2024,PER,Lusail,23,Permanent,Red Bull,18.0,,,,,,,Retired,R,1.8
2024,PIA,Lusail,23,Permanent,McLaren,3.0,,,,,,,,,0.30000000000000004
2024,RUS,Lusail,23,Permanent,Mercedes,8.0,,,,,,,,,0.8
2024,SAI,Lusail,23,Permanent,Ferrari,4.0,,,,,,,,,0.4
2024,STR,Lusail,23,Permanent,Aston Martin,7.0,,,,,,,Retired,R,0.7000000000000001
2024,TSU,Lusail,23,Permanent,RB,5.0,,,,,,,,,0.5
2024,VER,Lusail,23,Permanent,Red Bull,11.0,,,,,,,,,1.1
2024,ZHO,Lusail,23,Permanent,Sauber,17.0,,,,,,,,,1.7000000000000002
2025,ALB,Catalunya,1,Permanent,Williams,6.0,11.0,7.0,,,,,,,5.6000000000000005
2025,ALB,Melbourne,1,Street,Williams,6.0,11.0,7.0,,,,,,,5.6000000000000005
2025,ALO,Catalunya,1,Permanent,Aston Martin,8.0,13.0,17.0,,,,,Retired,R,10.200000000000001
2025,ALO,Melbourne,1,Street,Aston Martin,8.0,13.0,17.0,,,,,Retired,R,10.200000000000001
2025,ANT,Catalunya,1,Permanent,Mercedes,14.0,16.0,5.0,,,,,,,6.6000000000000005
2025,ANT,Melbourne,1,Street,Mercedes,14.0,16.0,5.0,,,,,,,6.6000000000000005
2025,BEA,Catalunya,1,Permanent,Haas,20.0,,,,,,,,,2.0
2025,BEA,Melbourne,1,Street,Haas,20.0,,,,,,,,,2.0
2025,BOR,Catalunya,1,Permanent,Sauber,15.0,18.0,11.0,,,,,Retired,R,9.5
2025,BOR,Melbourne,1,Street,Sauber,15.0,18.0,11.0,,,,,Retired,R,9.5
2025,COL,Catalunya,1,Permanent,Alpine,,,,,,,,,,
2025,GAS,Catalunya,1,Permanent,Alpine,17.0,15.0,12.0,,,,,,,9.5
2025,GAS,Melbourne,1,Street,Alpine,17.0,15.0,12.0,,,,,,,9.5
2025,HAD,Catalunya,1,Permanent,RB,9.0,6.0,13.0,,,,,Retired,R,7.300000000000001
2025,HAM,Catalunya,1,Permanent,Ferrari,12.0,5.0,8.0,,,,,,,5.4
2025,HAM,Melbourne,1,Street,Ferrari,12.0,5.0,8.0,,,,,,,5.4
2025,HUL,Catalunya,1,Permanent,Sauber,18.0,8.0,16.0,,,,,,,9.8
2025,HUL,Melbourne,1,Street,Sauber,18.0,8.0,16.0,,,,,,,9.8
2025,LAW,Catalunya,1,Permanent,RB,16.0,17.0,,,,,,Retired,R,5.0
2025,LAW,Melbourne,1,Street,Red Bull,16.0,17.0,,,,,,Retired,R,5.0
2025,LEC,Catalunya,1,Permanent,Ferrari,3.0,1.0,4.0,,,,,,,2.1
2025,LEC,Melbourne,1,Street,Ferrari,3.0,1.0,4.0,,,,,,,2.1
2025,NOR,Catalunya,1,Permanent,McLaren,1.0,3.0,10.0,,,,,,,4.7
2025,NOR,Melbourne,1,Street,McLaren,1.0,3.0,10.0,,,,,,,4.7
2025,OCO,Catalunya,1,Permanent,Haas,19.0,19.0,18.0,,,,,,,12.9
2025,OCO,Melbourne,1,Street,Haas,19.0,19.0,18.0,,,,,,,12.9
2025,PIA,Catalunya,1,Permanent,McLaren,4.0,2.0,1.0,,,,,,,1.2000000000000002
2025,PIA,Melbourne,1,Street,McLaren,4.0,2.0,1.0,,,,,,,1.2000000000000002
2025,RUS,Catalunya,1,Permanent,Mercedes,7.0,10.0,2.0,,,,,,,3.5
2025,RUS,Melbourne,1,Street,Mercedes,7.0,10.0,2.0,,,,,,,3.5
2025,SAI,Catalunya,1,Permanent,Williams,2.0,12.0,6.0,,,,,Retired,R,5.000000000000001
2025,STR,Melbourne,1,Street,Aston Martin,10.0,9.0,14.0,,,,,,,8.4
2025,TSU,Catalunya,1,Permanent,Red Bull,11.0,4.0,9.0,,,,,,,5.5
2025,TSU,Melbourne,1,Street,RB,11.0,4.0,9.0,,,,,,,5.5
2025,VER,Catalunya,1,Permanent,Red Bull,5.0,7.0,3.0,,,,,,,3.1000000000000005
2025,VER,Melbourne,1,Street,Red Bull,5.0,7.0,3.0,,,,,,,3.1000000000000005
2025,ALB,Shanghai,2,Permanent,Williams,7.0,,,,,,,,,0.7000000000000001
2025,ALO,Shanghai,2,Permanent,Aston Martin,8.0,,,,,,,Retired,R,0.8
2025,ANT,Shanghai,2,Permanent,Mercedes,9.0,,,,,,,,,0.9
2025,BEA,Shanghai,2,Permanent,Haas,11.0,,,,,,,,,1.1
2025,BOR,Shanghai,2,Permanent,Sauber,19.0,,,,,,,Lapped,14,1.9000000000000001
2025,DOO,Shanghai,2,Permanent,Alpine,20.0,,,,,,,,,2.0
2025,GAS,Shanghai,2,Permanent,Alpine,14.0,,,,,,,Disqualified,D,1.4000000000000001
2025,HAD,Shanghai,2,Permanent,RB,17.0,,,,,,,,,1.7000000000000002
2025,HAM,Shanghai,2,Permanent,Ferrari,4.0,,,,,,,Disqualified,D,0.4
2025,HUL,Shanghai,2,Permanent,Sauber,6.0,,,,,,,Lapped,15,0.6000000000000001
2025,LAW,Shanghai,2,Permanent,Red Bull,18.0,,,,,,,,,1.8
2025,LEC,Shanghai,2,Permanent,Ferrari,2.0,,,,,,,Disqualified,D,0.2
2025,NOR,Shanghai,2,Permanent,McLaren,1.0,,,,,,,,,0.1
2025,OCO,Shanghai,2,Permanent,Haas,13.0,,,,,,,,,1.3
2025,PIA,Shanghai,2,Permanent,McLaren,3.0,,,,,,,,,0.30000000000000004
2025,RUS,Shanghai,2,Permanent,Mercedes,5.0,,,,,,,,,0.5
2025,SAI,Shanghai,2,Permanent,Williams,15.0,,,,,,,,,1.5
2025,STR,Shanghai,2,Permanent,Aston Martin,12.0,,,,,,,,,1.2000000000000002
2025,TSU,Shanghai,2,Permanent,RB,10.0,,,,,,,Lapped,16,1.0
2025,VER,Shanghai,2,Permanent,Red Bull,16.0,,,,,,,,,1.6
2025,ALB,Suzuka,3,Permanent,Williams,11.0,11.0,7.0,,,,,,,6.1000000000000005
2025,ALO,Suzuka,3,Permanent,Aston Martin,7.0,17.0,15.0,,,,,,,10.100000000000001
2025,ANT,Suzuka,3,Permanent,Mercedes,9.0,16.0,13.0,,,,,,,9.3
2025,BEA,Suzuka,3,Permanent,Haas,18.0,15.0,16.0,,,,,,,11.2
2025,BOR,Suzuka,3,Permanent,Sauber,20.0,13.0,17.0,,,,,,,11.4
2025,DOO,Suzuka,3,Permanent,Alpine,,20.0,14.0,,,,,,,9.600000000000001
2025,GAS,Suzuka,3,Permanent,Alpine,14.0,9.0,8.0,,,,,,,6.4
2025,HAD,Suzuka,3,Permanent,RB,8.0,3.0,10.0,,,,,,,5.4
2025,HAM,Suzuka,3,Permanent,Ferrari,4.0,4.0,6.0,,,,,,,3.6000000000000005
2025,HUL,Suzuka,3,Permanent,Sauber,17.0,12.0,20.0,,,,,,,12.100000000000001
2025,LAW,Suzuka,3,Permanent,RB,13.0,5.0,12.0,,,,,,,7.1000000000000005
2025,LEC,Suzuka,3,Permanent,Ferrari,3.0,7.0,4.0,,,,,,,3.3000000000000003
2025,NOR,Suzuka,3,Permanent,McLaren,1.0,2.0,1.0,,,,,,,0.9
2025,OCO,Suzuka,3,Permanent,Haas,19.0,14.0,18.0,,,,,,,11.9
2025,PIA,Suzuka,3,Permanent,McLaren,15.0,1.0,2.0,,,,,,,2.5
2025,RUS,Suzuka,3,Permanent,Mercedes,2.0,6.0,3.0,,,,,,,2.6000000000000005
2025,SAI,Suzuka,3,Permanent,Williams,10.0,10.0,11.0,,,,,,,7.4
2025,STR,Suzuka,3,Permanent,Aston Martin,16.0,19.0,19.0,,,,,Lapped,20,13.0
2025,TSU,Suzuka,3,Permanent,Red Bull,6.0,18.0,9.0,,,,,,,7.800000000000001
2025,VER,Suzuka,3,Permanent,Red Bull,5.0,8.0,5.0,,,,,,,4.1
2025,ALB,Sakhir,4,Permanent,Williams,4.0,11.0,15.0,,,,,,,8.6
2025,ALO,Sakhir,4,Permanent,Aston Martin,,15.0,14.0,,,,,,,8.600000000000001
2025,ANT,Sakhir,4,Permanent,Mercedes,20.0,5.0,5.0,,,,,,,5.0
2025,BEA,Sakhir,4,Permanent,Haas,,9.0,16.0,,,,,,,8.200000000000001
2025,BOR,Sakhir,4,Permanent,Sauber,11.0,13.0,18.0,,,,,,,10.9
2025,DOO,Sakhir,4,Permanent,Alpine,7.0,14.0,12.0,,,,,,,8.3
2025,GAS,Sakhir,4,Permanent,Alpine,2.0,17.0,6.0,,,,,,,6.000000000000001
2025,HAD,Sakhir,4,Permanent,RB,12.0,6.0,7.0,,,,,,,5.200000000000001
2025,HAM,Sakhir,4,Permanent,Ferrari,3.0,8.0,10.0,,,,,,,5.9
2025,HUL,Sakhir,4,Permanent,Sauber,6.0,20.0,19.0,,,,,Disqualified,D,12.2
2025,LAW,Sakhir,4,Permanent,RB,8.0,12.0,13.0,,,,,,,8.4
2025,LEC,Sakhir,4,Permanent,Ferrari,,4.0,3.0,,,,,,,2.0
2025,NOR,Sakhir,4,Permanent,McLaren,1.0,2.0,2.0,,,,,,,1.3
2025,OCO,Sakhir,4,Permanent,Haas,5.0,16.0,11.0,,,,,,,8.100000000000001
2025,PIA,Sakhir,4,Permanent,McLaren,10.0,1.0,1.0,,,,,,,1.6
2025,RUS,Sakhir,4,Permanent,Mercedes,,3.0,4.0,,,,,,,2.2
2025,SAI,Sakhir,4,Permanent,Williams,,10.0,9.0,,,,,Retired,R,5.6
2025,STR,Sakhir,4,Permanent,Aston Martin,15.0,19.0,17.0,,,,,,,12.100000000000001
2025,TSU,Sakhir,4,Permanent,Red Bull,9.0,18.0,20.0,,,,,,,12.5
2025,VER,Sakhir,4,Permanent,Red Bull,,7.0,8.0,,,,,,,4.6000000000000005
2025,ALB,Jeddah,5,Street,Williams,5.0,10.0,6.0,,,,,,,4.9
2025,ALO,Jeddah,5,Street,Aston Martin,14.0,15.0,14.0,,,,,,,10.0
2025,ANT,Jeddah,5,Street,Mercedes,13.0,11.0,10.0,,,,,,,7.5
2025,BEA,Jeddah,5,Street,Haas,18.0,16.0,16.0,,,,,,,11.4
2025,BOR,Jeddah,5,Street,Sauber,20.0,,19.0,,,,,Lapped,18,9.600000000000001
2025,DOO,Jeddah,5,Street,Alpine,16.0,17.0,15.0,,,,,Lapped,17,11.0
2025,HAD,Jeddah,5,Street,RB,15.0,12.0,11.0,,,,,,,8.3
2025,HAM,Jeddah,5,Street,Ferrari,8.0,13.0,12.0,,,,,,,8.200000000000001
2025,HUL,Jeddah,5,Street,Sauber,12.0,9.0,17.0,,,,,Lapped,15,9.8
