season,driver,race_name,round,circuit_type,team,fp1_pos,fp2_pos,fp3_pos,sprint_qualifying_pos,sprint_race_pos,qualifying_pos,race_pos,race_dnf_status,race_classified_position,weighted_performance_score
2025,LAW,Jeddah,5,Street,RB,11.0,14.0,13.0,,,,,,,9.100000000000001
2025,LEC,Jeddah,5,Street,Ferrari,3.0,4.0,5.0,,,,,,,3.1
2025,NOR,Jeddah,5,Street,McLaren,2.0,1.0,1.0,,,,,,,0.8
2025,OCO,Jeddah,5,Street,Haas,19.0,19.0,18.0,,,,,,,12.9
2025,PIA,Jeddah,5,Street,McLaren,4.0,2.0,2.0,,,,,,,1.6
2025,RUS,Jeddah,5,Street,Mercedes,6.0,7.0,3.0,,,,,,,3.2
2025,SAI,Jeddah,5,Street,Williams,7.0,5.0,7.0,,,,,,,4.5
2025,STR,Jeddah,5,Street,Aston Martin,17.0,18.0,20.0,,,,,Lapped,16,13.3
2025,VER,Jeddah,5,Street,Red Bull,9.0,3.0,4.0,,,,,,,3.1
2025,ALB,Imola,7,Permanent,Williams,,,,,,,,,,
2025,ALO,Imola,7,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Imola,7,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Imola,7,Permanent,Haas,,,,,,,,,,
2025,BOR,Imola,7,Permanent,Sauber,,,,,,,,,,
2025,GAS,Imola,7,Permanent,Alpine,,,,,,,,,,
2025,HAD,Imola,7,Permanent,RB,,,,,,,,,,
2025,HAM,Imola,7,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Imola,7,Permanent,Sauber,,,,,,,,,,
2025,LAW,Imola,7,Permanent,RB,,,,,,,,,,
2025,LEC,Imola,7,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Imola,7,Permanent,McLaren,,,,,,,,,,
2025,OCO,Imola,7,Permanent,Haas,,,,,,,,,,
2025,PIA,Imola,7,Permanent,McLaren,,,,,,,,,,
2025,RUS,Imola,7,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Imola,7,Permanent,Williams,,,,,,,,,,
2025,STR,Imola,7,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Imola,7,Permanent,Red Bull,,,,,,,,,,
2025,VER,Imola,7,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Monte Carlo,10,Street,Williams,,,,,,,,,,
2025,ALB,Montreal,10,Street,Williams,,,,,,,,,,
2025,ALO,Monte Carlo,10,Street,Aston Martin,,,,,,,,,,
2025,ALO,Montreal,10,Street,Aston Martin,,,,,,,,,,
2025,ANT,Monte Carlo,10,Street,Mercedes,,,,,,,,,,
2025,ANT,Montreal,10,Street,Mercedes,,,,,,,,,,
2025,BEA,Monte Carlo,10,Street,Haas,,,,,,,,,,
2025,BEA,Montreal,10,Street,Haas,,,,,,,,,,
2025,BOR,Monte Carlo,10,Street,Sauber,,,,,,,,,,
2025,BOR,Montreal,10,Street,Sauber,,,,,,,,,,
2025,COL,Monte Carlo,10,Street,Alpine,,,,,,,,,,
2025,COL,Montreal,10,Street,Alpine,,,,,,,,,,
2025,GAS,Monte Carlo,10,Street,Alpine,,,,,,,,,,
2025,GAS,Montreal,10,Street,Alpine,,,,,,,,,,
2025,HAD,Monte Carlo,10,Street,RB,,,,,,,,,,
2025,HAD,Montreal,10,Street,RB,,,,,,,,,,
2025,HAM,Monte Carlo,10,Street,Ferrari,,,,,,,,,,
2025,HAM,Montreal,10,Street,Ferrari,,,,,,,,,,
2025,HUL,Monte Carlo,10,Street,Sauber,,,,,,,,,,
2025,HUL,Montreal,10,Street,Sauber,,,,,,,,,,
2025,LAW,Monte Carlo,10,Street,RB,,,,,,,,,,
2025,LAW,Montreal,10,Street,RB,,,,,,,,,,
2025,LEC,Monte Carlo,10,Street,Ferrari,,,,,,,,,,
2025,LEC,Montreal,10,Street,Ferrari,,,,,,,,,,
2025,NOR,Monte Carlo,10,Street,McLaren,,,,,,,,,,
2025,NOR,Montreal,10,Street,McLaren,,,,,,,,,,
2025,OCO,Monte Carlo,10,Street,Haas,,,,,,,,,,
2025,OCO,Montreal,10,Street,Haas,,,,,,,,,,
2025,PIA,Monte Carlo,10,Street,McLaren,,,,,,,,,,
2025,PIA,Montreal,10,Street,McLaren,,,,,,,,,,
2025,RUS,Monte Carlo,10,Street,Mercedes,,,,,,,,,,
2025,RUS,Montreal,10,Street,Mercedes,,,,,,,,,,
2025,SAI,Monte Carlo,10,Street,Williams,,,,,,,,,,
2025,SAI,Montreal,10,Street,Williams,,,,,,,,,,
2025,STR,Monte Carlo,10,Street,Aston Martin,,,,,,,,,,
2025,STR,Montreal,10,Street,Aston Martin,,,,,,,,,,
2025,TSU,Monte Carlo,10,Street,Red Bull,,,,,,,,,,
2025,TSU,Montreal,10,Street,Red Bull,,,,,,,,,,
2025,VER,Monte Carlo,10,Street,Red Bull,,,,,,,,,,
2025,VER,Montreal,10,Street,Red Bull,,,,,,,,,,
2025,ALB,Spielberg,11,Permanent,Williams,,,,,,,,,,
2025,ALO,Spielberg,11,Permanent,Aston Martin,,,,,,,,,,
2025,BEA,Spielberg,11,Permanent,Haas,,,,,,,,,,
2025,BOR,Spielberg,11,Permanent,Sauber,,,,,,,,,,
2025,COL,Spielberg,11,Permanent,Alpine,,,,,,,,,,
2025,GAS,Spielberg,11,Permanent,Alpine,,,,,,,,,,
2025,HAD,Spielberg,11,Permanent,RB,,,,,,,,,,
2025,HAM,Spielberg,11,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Spielberg,11,Permanent,Sauber,,,,,,,,,,
2025,LAW,Spielberg,11,Permanent,RB,,,,,,,,,,
2025,LEC,Spielberg,11,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Spielberg,11,Permanent,McLaren,,,,,,,,,,
2025,OCO,Spielberg,11,Permanent,Haas,,,,,,,,,,
2025,PIA,Spielberg,11,Permanent,McLaren,,,,,,,,,,
2025,RUS,Spielberg,11,Permanent,Mercedes,,,,,,,,,,
2025,STR,Spielberg,11,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Spielberg,11,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Silverstone,12,Permanent,Williams,,,,,,,,,,
2025,ALO,Silverstone,12,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Silverstone,12,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Silverstone,12,Permanent,Haas,,,,,,,,,,
2025,BOR,Silverstone,12,Permanent,Sauber,,,,,,,,,,
2025,GAS,Silverstone,12,Permanent,Alpine,,,,,,,,,,
2025,HAD,Silverstone,12,Permanent,RB,,,,,,,,,,
2025,HAM,Silverstone,12,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Silverstone,12,Permanent,Sauber,,,,,,,,,,
2025,LEC,Silverstone,12,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Silverstone,12,Permanent,McLaren,,,,,,,,,,
2025,OCO,Silverstone,12,Permanent,Haas,,,,,,,,,,
2025,PIA,Silverstone,12,Permanent,McLaren,,,,,,,,,,
2025,RUS,Silverstone,12,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Silverstone,12,Permanent,Williams,,,,,,,,,,
2025,STR,Silverstone,12,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Silverstone,12,Permanent,Red Bull,,,,,,,,,,
2025,VER,Silverstone,12,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Spa-Francorchamps,13,Permanent,Williams,,,,,,,,,,
2025,ALO,Spa-Francorchamps,13,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Spa-Francorchamps,13,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Spa-Francorchamps,13,Permanent,Haas,,,,,,,,,,
2025,BOR,Spa-Francorchamps,13,Permanent,Sauber,,,,,,,,,,
2025,COL,Spa-Francorchamps,13,Permanent,Alpine,,,,,,,,,,
2025,GAS,Spa-Francorchamps,13,Permanent,Alpine,,,,,,,,,,
2025,HAD,Spa-Francorchamps,13,Permanent,RB,,,,,,,,,,
2025,HAM,Spa-Francorchamps,13,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Spa-Francorchamps,13,Permanent,Sauber,,,,,,,,,,
2025,LAW,Spa-Francorchamps,13,Permanent,RB,,,,,,,,,,
2025,LEC,Spa-Francorchamps,13,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Spa-Francorchamps,13,Permanent,McLaren,,,,,,,,,,
2025,OCO,Spa-Francorchamps,13,Permanent,Haas,,,,,,,,,,
2025,PIA,Spa-Francorchamps,13,Permanent,McLaren,,,,,,,,,,
2025,RUS,Spa-Francorchamps,13,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Spa-Francorchamps,13,Permanent,Williams,,,,,,,,,,
2025,STR,Spa-Francorchamps,13,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Spa-Francorchamps,13,Permanent,Red Bull,,,,,,,,,,
2025,VER,Spa-Francorchamps,13,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Hungaroring,14,Permanent,Williams,,,,,,,,,,
2025,ALO,Hungaroring,14,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Hungaroring,14,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Hungaroring,14,Permanent,Haas,,,,,,,,,,
2025,BOR,Hungaroring,14,Permanent,Sauber,,,,,,,,,,
2025,COL,Hungaroring,14,Permanent,Alpine,,,,,,,,,,
2025,GAS,Hungaroring,14,Permanent,Alpine,,,,,,,,,,
2025,HAD,Hungaroring,14,Permanent,RB,,,,,,,,,,
2025,HAM,Hungaroring,14,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Hungaroring,14,Permanent,Sauber,,,,,,,,,,
2025,LAW,Hungaroring,14,Permanent,RB,,,,,,,,,,
2025,LEC,Hungaroring,14,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Hungaroring,14,Permanent,McLaren,,,,,,,,,,
2025,OCO,Hungaroring,14,Permanent,Haas,,,,,,,,,,
2025,PIA,Hungaroring,14,Permanent,McLaren,,,,,,,,,,
2025,RUS,Hungaroring,14,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Hungaroring,14,Permanent,Williams,,,,,,,,,,
2025,STR,Hungaroring,14,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Hungaroring,14,Permanent,Red Bull,,,,,,,,,,
2025,VER,Hungaroring,14,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Interlagos,15,Permanent,Williams,,,,,,,,,,
2025,ALB,Zandvoort,15,Permanent,Williams,,,,,,,,,,
2025,ALO,Interlagos,15,Permanent,Aston Martin,,,,,,,,,,
2025,ALO,Zandvoort,15,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Interlagos,15,Permanent,Mercedes,,,,,,,,,,
2025,ANT,Zandvoort,15,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Interlagos,15,Permanent,Haas,,,,,,,,,,
2025,BEA,Zandvoort,15,Permanent,Haas,,,,,,,,,,
2025,BOR,Zandvoort,15,Permanent,Sauber,,,,,,,,,,
2025,COL,Interlagos,15,Permanent,Alpine,,,,,,,,,,
2025,COL,Zandvoort,15,Permanent,Alpine,,,,,,,,,,
2025,GAS,Interlagos,15,Permanent,Alpine,,,,,,,,,,
2025,GAS,Zandvoort,15,Permanent,Alpine,,,,,,,,,,
2025,HAD,Interlagos,15,Permanent,RB,,,,,,,,,,
2025,HAD,Zandvoort,15,Permanent,RB,,,,,,,,,,
2025,HAM,Interlagos,15,Permanent,Ferrari,,,,,,,,,,
2025,HAM,Zandvoort,15,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Interlagos,15,Permanent,Sauber,,,,,,,,,,
2025,HUL,Zandvoort,15,Permanent,Sauber,,,,,,,,,,
2025,LAW,Interlagos,15,Permanent,RB,,,,,,,,,,
2025,LAW,Zandvoort,15,Permanent,RB,,,,,,,,,,
2025,LEC,Interlagos,15,Permanent,Ferrari,,,,,,,,,,
2025,LEC,Zandvoort,15,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Interlagos,15,Permanent,McLaren,,,,,,,,,,
2025,NOR,Zandvoort,15,Permanent,McLaren,,,,,,,,,,
2025,OCO,Interlagos,15,Permanent,Haas,,,,,,,,,,
2025,OCO,Zandvoort,15,Permanent,Haas,,,,,,,,,,
2025,PIA,Interlagos,15,Permanent,McLaren,,,,,,,,,,
2025,PIA,Zandvoort,15,Permanent,McLaren,,,,,,,,,,
2025,RUS,Interlagos,15,Permanent,Mercedes,,,,,,,,,,
2025,RUS,Zandvoort,15,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Interlagos,15,Permanent,Williams,,,,,,,,,,
2025,SAI,Zandvoort,15,Permanent,Williams,,,,,,,,,,
2025,STR,Interlagos,15,Permanent,Aston Martin,,,,,,,,,,
2025,STR,Zandvoort,15,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Interlagos,15,Permanent,Red Bull,,,,,,,,,,
2025,TSU,Zandvoort,15,Permanent,Red Bull,,,,,,,,,,
2025,VER,Interlagos,15,Permanent,Red Bull,,,,,,,,,,
2025,VER,Zandvoort,15,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Monza,16,Permanent,Williams,,,,,,,,,,
2025,ALO,Monza,16,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Monza,16,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Monza,16,Permanent,Haas,,,,,,,,,,
2025,BOR,Monza,16,Permanent,Sauber,,,,,,,,,,
2025,COL,Monza,16,Permanent,Alpine,,,,,,,,,,
2025,GAS,Monza,16,Permanent,Alpine,,,,,,,,,,
2025,HAD,Monza,16,Permanent,RB,,,,,,,,,,
2025,HAM,Monza,16,Permanent,Ferrari,,,,,,,,,,
2025,LAW,Monza,16,Permanent,RB,,,,,,,,,,
2025,LEC,Monza,16,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Monza,16,Permanent,McLaren,,,,,,,,,,
2025,OCO,Monza,16,Permanent,Haas,,,,,,,,,,
2025,PIA,Monza,16,Permanent,McLaren,,,,,,,,,,
2025,RUS,Monza,16,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Monza,16,Permanent,Williams,,,,,,,,,,
2025,STR,Monza,16,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Monza,16,Permanent,Red Bull,,,,,,,,,,
2025,VER,Monza,16,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Baku,17,Street,Williams,,,,,,,,,,
2025,ALO,Baku,17,Street,Aston Martin,,,,,,,,,,
2025,ANT,Baku,17,Street,Mercedes,,,,,,,,,,
2025,BEA,Baku,17,Street,Haas,,,,,,,,,,
2025,BOR,Baku,17,Street,Sauber,,,,,,,,,,
2025,COL,Baku,17,Street,Alpine,,,,,,,,,,
2025,GAS,Baku,17,Street,Alpine,,,,,,,,,,
2025,HAD,Baku,17,Street,RB,,,,,,,,,,
2025,HAM,Baku,17,Street,Ferrari,,,,,,,,,,
2025,HUL,Baku,17,Street,Sauber,,,,,,,,,,
2025,LAW,Baku,17,Street,RB,,,,,,,,,,
2025,LEC,Baku,17,Street,Ferrari,,,,,,,,,,
2025,NOR,Baku,17,Street,McLaren,,,,,,,,,,
2025,OCO,Baku,17,Street,Haas,,,,,,,,,,
2025,RUS,Baku,17,Street,Mercedes,,,,,,,,,,
2025,SAI,Baku,17,Street,Williams,,,,,,,,,,
2025,STR,Baku,17,Street,Aston Martin,,,,,,,,,,
2025,TSU,Baku,17,Street,Red Bull,,,,,,,,,,
2025,VER,Baku,17,Street,Red Bull,,,,,,,,,,
2025,ALB,Singapore,18,Street,Williams,,,,,,,,,,
2025,ALO,Singapore,18,Street,Aston Martin,,,,,,,,,,
2025,ANT,Singapore,18,Street,Mercedes,,,,,,,,,,
2025,BEA,Singapore,18,Street,Haas,,,,,,,,,,
2025,BOR,Singapore,18,Street,Sauber,,,,,,,,,,
2025,COL,Singapore,18,Street,Alpine,,,,,,,,,,
2025,GAS,Singapore,18,Street,Alpine,,,,,,,,,,
2025,HAD,Singapore,18,Street,RB,,,,,,,,,,
2025,HAM,Singapore,18,Street,Ferrari,,,,,,,,,,
2025,HUL,Singapore,18,Street,Sauber,,,,,,,,,,
2025,LAW,Singapore,18,Street,RB,,,,,,,,,,
2025,LEC,Singapore,18,Street,Ferrari,,,,,,,,,,
2025,NOR,Singapore,18,Street,McLaren,,,,,,,,,,
2025,OCO,Singapore,18,Street,Haas,,,,,,,,,,
2025,PIA,Singapore,18,Street,McLaren,,,,,,,,,,
2025,RUS,Singapore,18,Street,Mercedes,,,,,,,,,,
2025,SAI,Singapore,18,Street,Williams,,,,,,,,,,
2025,STR,Singapore,18,Street,Aston Martin,,,,,,,,,,
2025,TSU,Singapore,18,Street,Red Bull,,,,,,,,,,
2025,VER,Singapore,18,Street,Red Bull,,,,,,,,,,
2025,ALB,Austin,19,Permanent,Williams,,,,,,,,,,
2025,ALO,Austin,19,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Austin,19,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Austin,19,Permanent,Haas,,,,,,,,,,
2025,BOR,Austin,19,Permanent,Sauber,,,,,,,,,,
2025,COL,Austin,19,Permanent,Alpine,,,,,,,,,,
2025,GAS,Austin,19,Permanent,Alpine,,,,,,,,,,
2025,HAD,Austin,19,Permanent,RB,,,,,,,,,,
2025,HAM,Austin,19,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Austin,19,Permanent,Sauber,,,,,,,,,,
2025,LAW,Austin,19,Permanent,RB,,,,,,,,,,
2025,LEC,Austin,19,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Austin,19,Permanent,McLaren,,,,,,,,,,
2025,OCO,Austin,19,Permanent,Haas,,,,,,,,,,
2025,PIA,Austin,19,Permanent,McLaren,,,,,,,,,,
2025,RUS,Austin,19,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Austin,19,Permanent,Williams,,,,,,,,,,
2025,STR,Austin,19,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Austin,19,Permanent,Red Bull,,,,,,,,,,
2025,VER,Austin,19,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Mexico City,20,Permanent,Williams,,,,,,,,,,
2025,ALO,Mexico City,20,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Mexico City,20,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Mexico City,20,Permanent,Haas,,,,,,,,,,
2025,BOR,Mexico City,20,Permanent,Sauber,,,,,,,,,,
2025,COL,Mexico City,20,Permanent,Alpine,,,,,,,,,,
2025,GAS,Mexico City,20,Permanent,Alpine,,,,,,,,,,
2025,HAD,Mexico City,20,Permanent,RB,,,,,,,,,,
2025,HAM,Mexico City,20,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Mexico City,20,Permanent,Sauber,,,,,,,,,,
2025,LAW,Mexico City,20,Permanent,RB,,,,,,,,,,
2025,LEC,Mexico City,20,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Mexico City,20,Permanent,McLaren,,,,,,,,,,
2025,OCO,Mexico City,20,Permanent,Haas,,,,,,,,,,
2025,PIA,Mexico City,20,Permanent,McLaren,,,,,,,,,,
2025,RUS,Mexico City,20,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Mexico City,20,Permanent,Williams,,,,,,,,,,
2025,STR,Mexico City,20,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Mexico City,20,Permanent,Red Bull,,,,,,,,,,
2025,VER,Mexico City,20,Permanent,Red Bull,,,,,,,,,,
2025,ALB,Las Vegas,22,Street,Williams,,,,,,,,,,
2025,ALO,Las Vegas,22,Street,Aston Martin,,,,,,,,,,
2025,ANT,Las Vegas,22,Street,Mercedes,,,,,,,,,,
2025,BEA,Las Vegas,22,Street,Haas,,,,,,,,,,
2025,BOR,Las Vegas,22,Street,Sauber,,,,,,,,,,
2025,COL,Las Vegas,22,Street,Alpine,,,,,,,,,,
2025,GAS,Las Vegas,22,Street,Alpine,,,,,,,,,,
2025,HAD,Las Vegas,22,Street,RB,,,,,,,,,,
2025,HAM,Las Vegas,22,Street,Ferrari,,,,,,,,,,
2025,HUL,Las Vegas,22,Street,Sauber,,,,,,,,,,
2025,LAW,Las Vegas,22,Street,RB,,,,,,,,,,
2025,LEC,Las Vegas,22,Street,Ferrari,,,,,,,,,,
2025,NOR,Las Vegas,22,Street,McLaren,,,,,,,,,,
2025,OCO,Las Vegas,22,Street,Haas,,,,,,,,,,
2025,PIA,Las Vegas,22,Street,McLaren,,,,,,,,,,
2025,RUS,Las Vegas,22,Street,Mercedes,,,,,,,,,,
2025,SAI,Las Vegas,22,Street,Williams,,,,,,,,,,
2025,TSU,Las Vegas,22,Street,Red Bull,,,,,,,,,,
2025,VER,Las Vegas,22,Street,Red Bull,,,,,,,,,,
2025,ALB,Lusail,23,Permanent,Williams,,,,,,,,,,
2025,ALO,Lusail,23,Permanent,Aston Martin,,,,,,,,,,
2025,ANT,Lusail,23,Permanent,Mercedes,,,,,,,,,,
2025,BEA,Lusail,23,Permanent,Haas,,,,,,,,,,
2025,BOR,Lusail,23,Permanent,Sauber,,,,,,,,,,
2025,COL,Lusail,23,Permanent,Alpine,,,,,,,,,,
2025,GAS,Lusail,23,Permanent,Alpine,,,,,,,,,,
2025,HAD,Lusail,23,Permanent,RB,,,,,,,,,,
2025,HAM,Lusail,23,Permanent,Ferrari,,,,,,,,,,
2025,HUL,Lusail,23,Permanent,Sauber,,,,,,,,,,
2025,LAW,Lusail,23,Permanent,RB,,,,,,,,,,
2025,LEC,Lusail,23,Permanent,Ferrari,,,,,,,,,,
2025,NOR,Lusail,23,Permanent,McLaren,,,,,,,,,,
2025,OCO,Lusail,23,Permanent,Haas,,,,,,,,,,
2025,PIA,Lusail,23,Permanent,McLaren,,,,,,,,,,
2025,RUS,Lusail,23,Permanent,Mercedes,,,,,,,,,,
2025,SAI,Lusail,23,Permanent,Williams,,,,,,,,,,
2025,STR,Lusail,23,Permanent,Aston Martin,,,,,,,,,,
2025,TSU,Lusail,23,Permanent,Red Bull,,,,,,,,,,
2025,VER,Lusail,23,Permanent,Red Bull,,,,,,,,,,
