season,race_name,round,circuit_type,team,driver,stint_index,compound,start_lap,end_lap,stint_length_laps,pit_ended_stint,avg_laptime,best_laptime,delta_laptime_first_to_last,laptime_slope_per_lap,avg_throttle_pct,avg_speed,max_speed,min_corner_speed,laps_in_traffic,traffic_lap_pct,avg_interval_to_car_ahead,clean_air_avg_laptime
2024,Monte Carlo,9,Street,Aston Martin,STR,2,MEDIUM,2,42,41,True,82.82460975609757,79.016,-37.782,-0.21359425087107894,48.97415862525413,166.56472643909999,313.0,0.0,40,0.975609756097561,1.4718292682926828,134.844
2024,Monte Carlo,9,Street,Aston Martin,STR,3,HARD,43,48,6,True,84.27033333333334,78.062,26.357,3.7087999999999948,55.81808550440407,175.24893613299017,331.0,0.0,0,0.0,16.869500000000002,84.27033333333334
2024,Monte Carlo,9,Street,Aston Martin,STR,4,SOFT,49,76,28,False,78.48007142857145,76.71,-0.465999999999994,0.012941981390260496,56.62288386009452,178.71639646278388,333.0,40.0,21,0.75,3.017928571428571,77.98814285714286
2024,Monte Carlo,9,Street,Ferrari,LEC,2,HARD,2,78,77,False,79.73018181818182,75.162,-99.221,-0.1643013828276976,52.99134771133455,163.93556651470928,313.0,0.0,77,1.0,0.0,
2024,Monte Carlo,9,Street,Ferrari,SAI,2,HARD,2,78,77,False,79.74568831168833,74.726,-95.59199999999998,-0.1581743519638248,52.327499121909575,169.13506490965577,337.0,0.0,63,0.8181818181818182,1.8184545454545453,77.62192857142858
2024,Monte Carlo,9,Street,McLaren,NOR,2,HARD,2,78,77,False,79.69041558441558,75.742,-90.36999999999999,-0.15394084862505758,52.610243870569334,171.95925344878256,329.0,0.0,75,0.974025974025974,1.1552133333333334,77.55449999999999
2024,Monte Carlo,9,Street,McLaren,PIA,2,HARD,2,78,77,False,79.7917142857143,76.281,-99.001,-0.15896805825753046,51.79249958745937,171.98680523455758,330.0,0.0,66,0.8571428571428571,2.0834155844155844,85.84863636363637
2024,Monte Carlo,9,Street,Mercedes,HAM,2,MEDIUM,2,51,50,True,81.58906,77.398,-57.60300000000001,-0.23054496998799467,51.38161784425096,170.6611552007112,333.0,0.0,20,0.4,3.22286,81.43556666666667
2024,Monte Carlo,9,Street,Mercedes,HAM,3,HARD,52,78,27,False,75.82240740740743,74.165,-3.346999999999994,-0.053023199023200115,56.4614131139891,176.1696246226005,337.0,0.0,16,0.5925925925925926,3.8199629629629634,76.03618181818182
2024,Monte Carlo,9,Street,Mercedes,RUS,2,MEDIUM,2,78,77,False,79.67505194805194,75.228,-85.863,-0.16799760765550154,53.41229287938669,171.67993282418638,334.0,0.0,4,0.05194805194805195,12.326467532467532,79.46212328767125
2024,Monte Carlo,9,Street,RB,RIC,2,HARD,2,76,75,False,81.22948000000001,77.172,-51.178,-0.11099746799431087,52.17604765020744,171.37733816373893,343.0,0.0,74,0.9866666666666667,0.8652533333333334,130.108
2024,Monte Carlo,9,Street,RB,TSU,2,HARD,2,77,76,False,80.8741052631579,74.72,-73.55699999999999,-0.1342003827751189,50.92192687003939,171.29959652557898,338.0,0.0,13,0.17105263157894737,22.100573770491803,80.63649206349207
2024,Monte Carlo,9,Street,Red Bull,VER,2,MEDIUM,2,52,51,True,81.56292156862744,78.074,-63.53800000000001,-0.22806117647058802,52.748947676976684,170.79531571246656,311.0,0.0,51,1.0,1.7285098039215685,
2024,Monte Carlo,9,Street,Red Bull,VER,3,HARD,53,78,26,False,75.79823076923077,74.569,-2.475999999999999,-0.019020170940171652,54.4462591617403,176.77152845551402,311.0,33.0,19,0.7307692307692307,3.3234230769230773,75.84299999999999
2024,Monte Carlo,9,Street,Sauber,BOT,2,MEDIUM,2,15,14,True,86.30492857142859,81.221,-18.459000000000003,-0.8269736263736257,47.6137576023532,165.3258816930326,309.0,46.0,13,0.9285714285714286,0.7440714285714284,116.358
2024,Monte Carlo,9,Street,Sauber,BOT,3,HARD,16,76,61,False,79.83647540983607,76.561,-1.2379999999999995,-0.032049867794817256,52.855751936061104,173.28948075035936,338.0,0.0,52,0.8524590163934426,1.8231147540983605,79.16644444444445
2024,Monte Carlo,9,Street,Sauber,ZHO,2,HARD,2,70,69,True,81.89976811594202,77.936,-11.233000000000004,-0.05119112166605639,50.692072326084016,169.14566750011846,324.0,0.0,56,0.8115942028985508,2.6196376811594204,83.4016923076923
2024,Monte Carlo,9,Street,Sauber,ZHO,3,SOFT,71,76,6,False,78.91283333333334,74.718,-8.122,-1.5134571428571484,,,,,0,0.0,43.60883333333334,78.91283333333334
2024,Monte Carlo,9,Street,Williams,ALB,2,HARD,2,77,76,False,80.9840657894737,77.06,-65.195,-0.11618068352699866,45.605775602145684,169.28294671433994,337.0,0.0,60,0.7894736842105263,2.093106666666667,83.5554375
2024,Monte Carlo,9,Street,Williams,SAR,2,HARD,2,57,56,True,82.49337500000001,79.511,-23.489000000000004,-0.07526476418318466,45.06397165460642,167.00932058616507,327.0,0.0,46,0.8214285714285714,2.0986363636363636,82.8444
2024,Monte Carlo,9,Street,Williams,SAR,3,MEDIUM,58,76,19,False,77.26805263157897,75.525,-2.6119999999999948,-0.009375438596487113,,,,,4,0.21052631578947367,9.645842105263156,76.67886666666666
2024,Montreal,9,Street,Alpine,GAS,1,INTERMEDIATE,2,25,24,True,93.23966666666666,85.084,25.767999999999986,-0.24028173913043444,50.99402432411943,167.20220992752766,325.0,0.0,23,0.9583333333333334,1.123695652173913,87.756
2024,Montreal,9,Street,Alpine,GAS,2,INTERMEDIATE,26,40,15,True,95.2558,86.753,-11.13300000000001,-1.3600499999999978,49.34036589082479,163.79202782713358,327.0,0.0,15,1.0,0.7296000000000001,
2024,Montreal,9,Street,Alpine,GAS,3,HARD,41,70,30,False,86.35660000000001,77.013,-23.536,-0.30631813125695284,56.9282021612033,179.8206365836183,333.0,42.0,27,0.9,1.685551724137931,88.617
2024,Montreal,9,Street,Alpine,OCO,1,INTERMEDIATE,2,44,43,True,93.13451162790697,84.927,-1.4860000000000042,-0.13161476895198063,50.883013047695584,166.9378198761633,331.0,0.0,40,0.9302325581395349,1.7037906976744188,94.50733333333334
2024,Montreal,9,Street,Alpine,OCO,2,MEDIUM,45,70,26,False,86.71269230769232,77.012,-16.247,-0.4498516239316266,57.90379158127116,179.00169993886,330.0,48.0,23,0.8846153846153846,1.6172692307692307,78.17233333333333
2024,Montreal,9,Street,Aston Martin,ALO,1,INTERMEDIATE,2,25,24,True,91.51916666666666,85.451,18.201999999999998,-0.27436782608695426,49.89131249034756,169.5340435922292,306.0,0.0,4,0.16666666666666666,10.162416666666667,90.3262
2024,Montreal,9,Street,Aston Martin,ALO,2,INTERMEDIATE,26,44,19,True,95.22636842105264,84.453,-18.988,-1.6948894736842068,46.362010282845134,163.0524039839546,327.0,0.0,5,0.2631578947368421,6.990842105263158,94.05285714285715
2024,Montreal,9,Street,Aston Martin,ALO,3,HARD,45,70,26,False,86.55334615384616,76.303,-17.153999999999996,-0.5305870085470104,55.52024396181188,178.48123635238437,311.0,43.0,6,0.23076923076923078,9.81373076923077,82.4594
2024,Montreal,9,Street,Aston Martin,STR,1,INTERMEDIATE,2,25,24,True,92.72775000000001,86.27,22.176000000000002,-0.2633408695652169,49.77350060518944,167.77978753723582,310.0,0.0,20,0.8333333333333334,1.9712500000000002,86.64675
2024,Montreal,9,Street,Aston Martin,STR,2,INTERMEDIATE,26,44,19,True,93.87657894736842,85.264,-11.058000000000007,-1.2193631578947357,48.654924431993756,164.8834537602587,313.0,0.0,14,0.7368421052631579,2.0186842105263154,102.1336
2024,Montreal,9,Street,Aston Martin,STR,3,HARD,45,70,26,False,86.51342307692309,76.762,-16.012,-0.47345538461538567,56.53737736118081,179.0604793358771,333.0,40.0,17,0.6538461538461539,2.639730769230769,78.62355555555557
2024,Montreal,9,Street,Ferrari,LEC,1,INTERMEDIATE,2,25,24,True,93.13749999999999,86.623,22.840999999999994,-0.2081130434782547,55.31472046539863,167.23009097834824,310.0,0.0,20,0.8333333333333334,1.8150833333333332,87.73125
2024,Montreal,9,Street,Ferrari,LEC,2,INTERMEDIATE,26,28,3,True,118.544,105.291,27.159000000000006,13.57950000000001,41.92068220270721,130.9954220008606,278.0,0.0,1,0.3333333333333333,3.2426666666666666,108.441
2024,Montreal,9,Street,Ferrari,LEC,3,HARD,29,31,3,True,112.75733333333335,99.909,33.748000000000005,16.874000000000024,40.701224945091724,141.29162044563935,300.0,0.0,0,0.0,27.62166666666667,112.75733333333335
2024,Montreal,9,Street,Ferrari,LEC,4,INTERMEDIATE,32,40,9,False,88.85466666666667,86.012,-8.113,-0.7233666666666704,56.8296502084637,177.74720293412727,310.0,50.0,0,0.0,66.64811111111112,88.85466666666667
