season,driver,race_name,round,circuit_type,team,finishing_position,race_status,avg_race_pace,clean_air_avg_race_pace,top_speed,cornering_speed,top_speed_rank,corner_speed_rank,drag_index,avg_stint_length,stints_soft,stints_medium,stints_hard,deg_soft_slope,deg_medium_slope,deg_hard_slope,dropoff_soft,dropoff_medium,dropoff_hard,avg_throttle_pct,avg_speed,traffic_lap_pct,avg_interval_to_car_ahead,clean_air_pace_advantage
2024,HUL,Melbourne,3,Street,Haas,9.0,Finished,84.81536842105264,86.0775111111111,336.0,3.6666666666666665,4.0,18.0,-14.0,19.0,0,1,2,,0.2084241486068102,0.6113807341315968,,9.36,25.861500000000007,70.78054054142433,222.60358965602921,0.543859649122807,3.6056311392914657,1.2621426900584538
2024,LEC,Catalunya,3,Permanent,Ferrari,2.0,Finished,80.57712307692309,80.37949518422754,332.0,18.333333333333332,8.0,12.0,-4.0,21.666666666666668,2,1,0,-0.09065594792316595,-0.1348468379446646,,-6.805500000000002,-14.701000000000008,,76.53742448681548,226.7290546490285,0.4461538461538462,3.601276887871854,-0.19762789269555014
2024,LEC,Melbourne,3,Street,Ferrari,2.0,Finished,83.13489473684211,81.95229015084294,332.0,18.333333333333332,8.0,6.0,2.0,19.0,0,1,2,,1.1038690476190494,0.08998705685618805,,13.022000000000006,15.072500000000005,76.63517033039524,226.70903985038998,0.3333333333333333,4.248,-1.1826045859991723
2024,MAG,Catalunya,3,Permanent,Haas,10.0,Lapped,82.25596875,83.38205032467533,338.0,23.0,2.0,9.0,-7.0,21.333333333333332,1,1,1,0.1905333333333251,-0.1947421052631552,-0.0865630630630603,3.01100000000001,-15.189999999999998,-25.997,71.37750981672781,222.69785063983812,0.765625,1.8124278752436647,1.1260815746753394
2024,MAG,Melbourne,3,Street,Haas,10.0,Lapped,84.56173214285714,88.14414909090908,338.0,14.666666666666666,2.0,8.0,-6.0,18.666666666666668,0,1,2,,2.002399999999995,0.1464561575622442,,13.696999999999989,15.614000000000004,71.31470897772236,222.57583229766482,0.7678571428571429,1.870269230769231,3.582416948051943
2024,NOR,Catalunya,3,Permanent,McLaren,3.0,Finished,80.2845076923077,79.83136711915535,324.0,13.666666666666666,18.0,16.0,2.0,21.666666666666668,2,1,0,-0.09148456516785786,-0.1587586956521708,,-6.237000000000002,-14.686999999999998,,72.1611479917935,226.02958201063336,0.5538461538461539,3.1157142857142865,-0.45314057315235345
2024,NOR,Melbourne,3,Street,McLaren,3.0,Finished,83.20987719298245,84.54466213450293,324.0,13.666666666666666,18.0,12.0,6.0,19.0,0,1,2,,0.5146318681318699,0.1540042412214548,,14.915999999999997,15.948500000000003,72.26313825683991,225.94997377508113,0.47368421052631576,3.7314729344729347,1.334784941520482
2024,OCO,Catalunya,3,Permanent,Alpine,16.0,Lapped,81.30240000000002,81.75211375291376,335.0,0.0,5.0,18.0,-13.0,21.666666666666668,1,1,1,0.2390384615384627,-0.0768808695652169,-0.1284729064039408,4.670000000000002,-13.147999999999996,-17.009,71.77481822329827,220.51233833122853,0.5076923076923077,3.743751984126984,0.4497137529137376
2024,OCO,Melbourne,3,Street,Alpine,16.0,Lapped,85.43819642857143,95.73630408163267,335.0,2.75,5.0,19.0,-14.0,14.0,0,1,3,,1.0573809523809508,1.104209208384205,,13.267999999999986,16.099666666666668,71.77959466948191,220.63116371004168,0.8571428571428571,1.795158218864469,10.298107653061237
2024,PER,Catalunya,3,Permanent,Red Bull,5.0,Finished,81.09440000000001,81.54260677655678,339.0,24.5,1.0,7.0,-6.0,16.25,3,1,0,-0.1153144498690149,-0.2009473684210507,,-9.411666666666667,-13.287999999999997,,71.46460112048659,223.10419421744663,0.5384615384615384,4.527925653594772,0.44820677655677343
2024,PER,Melbourne,3,Street,Red Bull,5.0,Finished,84.04778947368422,83.57551578947368,339.0,7.0,1.0,15.0,-14.0,19.0,0,1,2,,0.5150549450549482,0.19111705251270522,,15.311999999999998,22.8005,71.91377161720587,223.8944472893525,0.3684210526315789,6.29895843045843,-0.47227368421053484
2024,PIA,Catalunya,3,Permanent,McLaren,4.0,Finished,80.72175384615386,80.2824669365722,330.0,14.333333333333334,15.0,14.0,1.0,21.666666666666668,2,1,0,-0.07039473684210616,-0.13938923076923,,-6.534000000000008,-15.012,,70.86647287548239,224.46442029045315,0.36923076923076925,5.81009,-0.4392869095816536
2024,PIA,Melbourne,3,Street,McLaren,4.0,Finished,83.71187719298246,85.87551620648259,330.0,14.333333333333334,15.0,9.0,6.0,19.0,0,1,2,,1.138976190476195,0.3194241145132017,,13.269000000000004,23.207499999999996,71.07335987151833,224.70049351723387,0.5964912280701754,4.517637573099416,2.1636390135001307
2024,RIC,Catalunya,3,Permanent,RB,12.0,Lapped,82.07071875,82.37084288340337,334.0,17.666666666666668,6.0,13.0,-7.0,21.333333333333332,1,1,1,0.0347857142857146,-0.1139647863247859,-0.3161531620553366,3.540999999999997,-15.111999999999997,-21.846000000000004,71.32255768892816,222.59384675982974,0.390625,5.237532173913043,0.3001241334033722
2024,RIC,Melbourne,3,Street,RB,12.0,Lapped,84.65546428571429,84.89121794871795,334.0,17.666666666666668,6.0,7.0,-1.0,18.666666666666668,1,0,2,4.219499999999996,,0.1140582023274094,13.980000000000004,,15.073499999999996,71.28933788651291,222.52777230997413,0.35714285714285715,2.822607142857143,0.2357536630036634
2024,RUS,Catalunya,3,Permanent,Mercedes,17.0,Retired,80.61506153846156,80.1581846153846,331.0,23.0,12.0,9.0,3.0,21.666666666666668,1,1,1,0.1832329670329629,-0.1675259740259749,-0.1168551724137939,5.507000000000005,-15.867999999999997,-19.59999999999999,75.03198679743743,226.09662277221992,0.46153846153846156,3.4729698412698418,-0.4568769230769618
2024,RUS,Melbourne,3,Street,Mercedes,17.0,Retired,83.50589090909091,85.31473051948052,331.0,26.333333333333332,12.0,3.0,9.0,18.333333333333332,0,1,2,,1.418607142857135,-0.1462815724815733,,13.573000000000008,1.116500000000002,74.96607305360526,225.83151916524272,0.43636363636363634,2.896959985959986,1.8088396103896116
2024,SAI,Catalunya,3,Permanent,Ferrari,1.0,Finished,80.69492307692308,80.79435837104074,325.0,29.333333333333332,17.0,4.0,13.0,21.666666666666668,1,1,1,0.1997934065934022,-0.1805831168831154,-0.1100538375973314,4.76100000000001,-14.330999999999989,-18.949,76.42005115437584,226.7466355953708,0.6153846153846154,2.5182548229548227,0.0994352941176686
