id,race_finish_pos,race_status,qualifying_pos,fastest_lap,fp1_pos,fp1_time_fastest_lap,fp2_pos,fp2_time_fastest_lap,fp3_pos,fp3_time_fastest_lap,qualifying_final_grid_pos,q1_time_seconds,q1_position,q1_fastest_lap,q2_time_seconds,q2_position,q2_fastest_lap,q3_time_seconds,q3_position,q3_fastest_lap,race_finish_pos,position_gain_from_quali_to_race,driver_avg_pace,driver_clean_air_pace,driver_grid_avg_pace,driver_pace_delta_to_grid,driver_pace_zscore_vs_grid,driver_pace_score_vs_grid,driver_pace_score_0_100,driver_top_speed,driver_corner_speed,driver_top_speed_rank,driver_corner_speed_rank,driver_drag_index,avg_race_pos_3_races,avg_race_pos_5_races,avg_race_pos_7_races,race_id,driver_id,team_id
e2cd8c0f-86e2-41ed-b5a7-9aad76436de0,12.0,Lapped,18.0,1:21.239,11.0,1:19.274,12.0,1:18.534,18.0,1:17.962,18.0,78.085,18.0,1:18.084,,,,,,,12.0,6.0,84.65546428571429,84.89121794871795,84.33939066056288,0.3160736251514038,0.4221175630771736,-0.4221175630771736,36.8421052631579,334.0,17.666666666666668,6.0,7.0,-1.0,,,,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,fd659e25-4851-44ca-a1fd-4d65095a5693,c9a9c6fa-3f8f-4291-96b9-be6320767395
43c7b866-a71c-44e0-b1b6-1085bd4a007f,17.0,Retired,7.0,1:20.284,3.0,1:18.596,6.0,1:17.950,5.0,1:16.885,7.0,77.062,6.0,1:17.061,76.901,10.0,1:16.900,76.724,7.0,1:16.724,17.0,-10.0,83.50589090909091,85.31473051948052,84.33939066056288,-0.833499751471976,-1.1131421792889122,1.1131421792889122,78.94736842105263,331.0,26.333333333333332,12.0,3.0,9.0,5.0,5.0,5.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,36fa31f7-12df-4f79-8de7-63098bfb8a5b,da619921-fbb3-4efc-8926-5c847f4f3436
00c186ee-d9ce-49cb-8907-b5690eaa1e75,1.0,Finished,2.0,1:20.031,8.0,1:18.686,3.0,1:17.706,3.0,1:16.790,2.0,76.731,1.0,1:16.730,76.189,1.0,1:16.188,76.185,2.0,1:16.185,1.0,1.0,83.13101754385964,,84.33939066056288,-1.2083731167032423,-1.6137870253059186,1.6137870253059186,94.73684210526316,325.0,8.333333333333334,17.0,14.0,3.0,2.0,2.0,2.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,258793ad-e101-47d1-8409-93edc1c8bdd5,32af326f-ab0a-4a12-9764-43f308e87476
29bd762c-b7b5-48e5-880b-dcb1f164a49a,6.0,Finished,9.0,1:20.930,7.0,1:18.667,4.0,1:17.822,9.0,1:17.340,9.0,77.376,10.0,1:17.376,76.78,8.0,1:16.780,77.072,9.0,1:17.072,6.0,3.0,84.68824561403508,84.24030566666666,84.33939066056288,0.3488549534721983,0.4658971553116668,-0.4658971553116668,31.57894736842105,332.0,23.666666666666668,8.0,4.0,4.0,14.0,14.0,14.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,bbe763bf-f205-4c4a-b485-51cc69248b5a,eb14f5b8-34b7-42db-ba17-1d847b0fc6ee
987bed6d-553d-44ed-a71e-ab9b68603256,7.0,Finished,8.0,1:21.134,5.0,1:18.620,10.0,1:18.188,11.0,1:17.673,8.0,77.356,8.0,1:17.355,76.791,9.0,1:16.790,76.788,8.0,1:16.787,7.0,1.0,84.72173684210526,84.07228571428573,84.33939066056288,0.3823461815423741,0.5106248214390525,-0.5106248214390525,26.315789473684216,334.0,14.333333333333334,6.0,9.0,-3.0,12.0,12.0,12.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,329fcd08-b140-4524-8bbd-d944b5c5dd1b,c9a9c6fa-3f8f-4291-96b9-be6320767395
bdad4593-4b5e-460e-b658-be8a0e986cb5,19.0,Retired,1.0,1:23.114,2.0,1:18.581,2.0,1:17.658,2.0,1:16.733,1.0,76.819,3.0,1:16.819,76.387,3.0,1:16.387,75.915,1.0,1:15.915,19.0,-18.0,83.607,,84.33939066056288,-0.7323906605628849,-0.9781105927746956,0.9781105927746956,73.6842105263158,320.0,80.0,19.0,1.0,18.0,6.0,6.0,6.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,4e5380ac-3832-409c-a269-05f3091fe4e2,c4170884-4736-4883-a3a4-eb449318ace9
3f8709b1-d8cf-4b1b-adf4-a22b971dcedb,15.0,Lapped,19.0,1:21.326,19.0,1:19.989,11.0,1:18.421,14.0,1:17.876,19.0,78.188,19.0,1:18.188,,,,,,,15.0,4.0,85.22223214285714,84.94036444444446,84.33939066056288,0.8828414822942534,1.1790382538592998,-1.1790382538592998,10.526315789473683,332.0,6.0,8.0,17.0,-9.0,13.0,13.0,13.0,dd011b06-ed79-4b82-a88a-ecd9e1e939bf,b59a380d-034d-42f5-b7c2-0c866052304b,d8d93e26-d576-42e2-9a6b-e428bcb6bf68
d4987072-45c6-4627-8f0b-988fc5ad3727,15.0,Lapped,,,,,,,,,,,,,,,,,,,,,72.36459420289854,72.37842887931035,72.09618781228434,0.2684063906142029,0.49354775919065,-0.49354775919065,25.0,329.0,17.333333333333332,4.0,14.0,-10.0,,,,56d3b294-0de4-4301-8049-91d6b58abdbf,00572d64-eb7e-4295-89f6-63bf98e32dd4,d7558695-fc23-4e4a-8247-3e810f9397f8
3fa95392-c574-4879-aba9-d4ac749d719b,18.0,Lapped,,,,,,,,,,,,,,,,,,,,,72.90652173913045,74.6003084745763,72.09618781228434,0.8103339268461127,1.4900483288638062,-1.4900483288638062,5.000000000000004,328.0,14.5,6.0,17.0,-11.0,,,,56d3b294-0de4-4301-8049-91d6b58abdbf,5d03531f-db77-4857-b87a-f8bcff470727,eb14f5b8-34b7-42db-ba17-1d847b0fc6ee
54bd9e2c-089b-4b5b-954a-a88ec6e7f0d8,16.0,Lapped,,,,,,,,,,,,,,,,,,,,,72.48195652173914,73.31008963585434,72.09618781228434,0.3857687094547941,0.7093545041218838,-0.7093545041218838,15.000000000000002,323.0,19.666666666666668,12.0,3.0,9.0,,,,56d3b294-0de4-4301-8049-91d6b58abdbf,b71aeceb-a2f8-4b55-b919-3faa52663eec,d8d93e26-d576-42e2-9a6b-e428bcb6bf68
