season,race_name,round,circuit_type,team,avg_race_pace,clean_air_avg_race_pace,top_speed,cornering_speed,top_speed_rank,corner_speed_rank,drag_index,avg_stint_length,stints_soft,stints_medium,stints_hard,deg_soft_slope,deg_medium_slope,deg_hard_slope,dropoff_soft,dropoff_medium,dropoff_hard,avg_throttle_pct,avg_speed,traffic_lap_pct,avg_interval_to_car_ahead,clean_air_pace_advantage
2024,Jeddah,2,Street,Alpine,98.81012499999999,105.72242857142858,340.0,32.0,4.0,6.0,-2.0,24.0,0,1,1,,4.87074285714285,-0.4893671501499054,,34.22,-82.55499999999999,70.17523417806676,222.49236183178127,0.8541666666666666,1.136309523809524,6.912303571428595
2024,Jeddah,2,Street,Aston Martin,97.42837735849056,93.2681875,327.0,49.333333333333336,10.0,1.0,9.0,17.666666666666668,0,2,1,,2.1412071428571338,-0.543354122621566,,15.3125,-92.513,71.25728266390915,224.9032820054568,0.39622641509433965,2.15281746031746,-4.160189858490568
2024,Jeddah,2,Street,Ferrari,97.43430612244896,93.02600434782607,339.0,37.0,6.0,3.0,3.0,24.5,1,1,2,4.872399999999992,4.328971428571422,-0.5321556931440656,33.753,30.652,-91.088,74.34038594095097,225.7853681020448,0.4387755102040816,3.166735271317829,-4.408301774622885
2024,Jeddah,2,Street,Haas,98.39155102040816,94.51944585034015,336.0,31.5,8.0,7.0,1.0,24.5,0,2,2,,2.1259764034352724,-0.4617404895890707,,16.403499999999994,-52.102999999999994,70.98295315851462,223.80066110799098,0.40816326530612246,6.869959013282731,-3.8721051700680107
2024,Jeddah,2,Street,McLaren,97.6084693877551,94.20886947463768,334.0,27.75,9.0,9.0,0.0,24.5,1,2,1,-0.5733956043956033,1.9850978764478755,-0.535569314406524,-18.00800000000001,16.533500000000004,-91.60399999999998,70.8585883859867,225.03892450802218,0.6020408163265306,3.2177976190476185,-3.399599913117413
2024,Jeddah,2,Street,Mercedes,97.67871428571429,124.2302713085234,340.0,31.5,4.0,7.0,-3.0,24.5,1,2,1,-0.4347340659340717,2.1086739495798295,-0.5210341286620365,-16.171000000000006,17.058000000000007,-88.431,69.85679389392027,224.68011722872072,0.7959183673469388,1.963580315614618,26.551557022809106
2024,Jeddah,2,Street,RB,99.02014583333334,105.34774999999998,341.0,37.69196411428571,3.0,2.0,1.0,24.0,0,2,2,,4.871399999999988,-0.4955681873430005,,34.23999999999999,-92.089,67.63552477143013,221.5489316163852,0.8854166666666666,1.8354940476190476,6.327604166666632
2024,Jeddah,2,Street,Red Bull,96.96389795918367,96.66450960384154,337.0,35.5,7.0,5.0,2.0,24.5,0,2,2,,4.179571428571416,-0.5364173210510425,,29.406999999999996,-95.924,72.67018847498608,226.5054589207325,0.6428571428571429,2.1225080287929123,-0.29938835534213126
2024,Jeddah,2,Street,Sauber,99.25558333333333,95.57379999999999,342.0,23.8,2.0,10.0,-8.0,19.2,3,1,1,0.18969877899877874,-0.4773770168855535,-0.9524857690202476,-10.540333333333328,-2.1599999999999966,-79.46799999999999,70.6010443250451,221.64494393140694,0.46875,6.84389119047619,-3.6817833333333425
2024,Jeddah,2,Street,Williams,98.68658762886598,93.81776617647058,344.0,35.75,1.0,4.0,-3.0,24.25,0,2,2,,4.966085714285704,-0.5030882019285308,,34.995999999999995,-85.96900000000001,66.98733531960839,222.41160653416583,0.9072164948453608,1.0494921771601438,-4.8688214523953945
2024,Catalunya,3,Permanent,Alpine,81.23326153846155,81.14395636363635,337.0,13.833333333333334,3.0,10.0,-7.0,21.666666666666668,2,2,2,0.22047802197802496,-0.09878456521739115,-0.1208197865353024,4.5020000000000024,-15.195500000000003,-16.351999999999997,71.78042326574682,220.75437137782083,0.3769230769230769,5.175313492063492,-0.08930517482519917
2024,Melbourne,3,Street,Alpine,85.26813392857143,90.55538089887641,337.0,5.714285714285714,3.0,10.0,-7.0,16.0,0,2,5,,0.9175397408963574,0.8524375506059714,,23.20349999999999,19.130599999999998,71.80344018669796,220.95242200272313,0.7589285714285714,4.371367196493982,5.287246970304977
2024,Catalunya,3,Permanent,Aston Martin,81.6906796875,82.20566917249417,332.0,21.333333333333332,5.0,5.0,0.0,21.333333333333332,2,2,2,0.057599045407636704,-0.15035429021271096,-0.18088926338835604,3.5529999999999973,-14.309000000000005,-17.809500000000007,71.04597610670595,222.18196071375286,0.578125,4.452950336712508,0.5149894849941745
2024,Melbourne,3,Street,Aston Martin,84.56633333333333,84.20970545171339,332.0,21.333333333333332,5.0,3.0,2.0,19.0,0,2,4,,0.7749472670807424,0.5431043069970932,,11.037999999999997,26.735000000000003,71.23651703821987,222.28064725605986,0.37719298245614036,6.689706308960367,-0.35662788161994285
2024,Catalunya,3,Permanent,Ferrari,80.63602307692308,80.58692677763413,332.0,23.833333333333332,5.0,4.0,1.0,21.666666666666668,3,2,1,0.006160503582356767,-0.15771497741389,-0.1100538375973314,-2.949999999999998,-14.515999999999998,-18.949,76.47873782059565,226.73784512219964,0.5307692307692308,3.0597658554133385,-0.049096299288947876
2024,Melbourne,3,Street,Ferrari,83.13295614035087,81.95229015084294,332.0,13.333333333333334,5.0,7.0,-2.0,19.0,0,2,4,,0.7116791666666673,0.13189750278706847,,13.366000000000007,11.509500000000003,76.5724254647239,226.71549045210546,0.6666666666666666,2.1301022222222223,-1.1806659895079292
2024,Catalunya,3,Permanent,Haas,81.78956589147286,82.5881005351682,338.0,26.333333333333332,2.0,2.0,0.0,21.5,2,2,2,0.2268848484848453,-0.159808317588843,-0.10881929836239895,4.202000000000005,-15.521499999999996,-22.162499999999994,71.02130938379851,222.62231195247358,0.6434108527131783,2.3982980911226526,0.7985346436953336
2024,Melbourne,3,Street,Haas,84.68967256637168,87.04322979325971,338.0,9.166666666666666,2.0,8.0,-6.0,18.833333333333332,0,2,4,,1.1054120743034026,0.37891844584692047,,11.528499999999994,20.737750000000005,71.04526118242158,222.58983379701675,0.6548672566371682,2.7379501850303485,2.3535572268880287
2024,Catalunya,3,Permanent,McLaren,80.50313076923076,80.05691702786378,330.0,14.0,10.0,9.0,1.0,21.666666666666668,4,2,0,-0.08093965100498202,-0.14907396321070038,,-6.385500000000005,-14.849499999999999,,71.51381043363794,225.24700115054327,0.46153846153846156,4.462902142857144,-0.4462137413669893
2024,Melbourne,3,Street,McLaren,83.46087719298245,85.15986826211616,330.0,14.0,10.0,6.0,4.0,19.0,0,2,4,,0.8268040293040324,0.23671417786732823,,14.092500000000001,19.578,71.66824906417912,225.32523364615753,0.5350877192982456,4.124555253786175,1.6989910691337116
2024,Catalunya,3,Permanent,Mercedes,80.56580769230769,80.0034579710145,331.0,17.25,9.0,6.0,3.0,21.666666666666668,3,2,1,0.06848058246101567,-0.13603618603618794,-0.1168551724137939,-2.0913333333333335,-15.025499999999994,-19.59999999999999,73.81446432936909,223.8271484412434,0.5692307692307692,3.438678586764818,-0.562349721293188
2024,Melbourne,3,Street,Mercedes,83.73278260869566,85.67654251700681,331.0,31.6,9.0,1.0,8.0,13.8,1,1,3,1.840571428571421,1.418607142857135,-0.21627501657501635,12.802999999999995,13.573000000000008,-0.596666666666664,74.38359704567482,224.80841402324137,0.5362318840579711,2.4408676582426585,1.9437599083111508
2024,Catalunya,3,Permanent,RB,82.23697656249999,82.45753953781512,334.0,25.142857142857142,4.0,3.0,1.0,18.285714285714285,3,2,2,0.037903607503609237,-0.16614905982905925,-0.22442707122374625,-4.654666666666661,-14.208499999999994,-17.5985,71.62750900065862,222.35697151921073,0.46875,4.124384987299267,0.2205629753151328
2024,Melbourne,3,Street,RB,84.68889380530975,84.49391419141915,334.0,16.0,4.0,4.0,0.0,18.833333333333332,1,1,4,4.219499999999996,1.1920952380952357,0.18327064283459413,13.980000000000004,14.402999999999992,15.57725,71.65801277103616,222.42630881470762,0.5132743362831859,2.650921287046287,-0.19497961389059526
2024,Catalunya,3,Permanent,Red Bull,80.67828461538463,82.3723138053467,339.0,30.16124992,1.0,1.0,0.0,18.571428571428573,5,2,0,-0.07243803734426708,-0.15363882462566636,,-8.101799999999997,-13.758999999999993,,69.94158054207438,220.1116082841874,0.7,2.861101559796413,1.6940291899620803
2024,Melbourne,3,Street,Red Bull,84.03284745762711,83.57551578947368,339.0,25.25,1.0,2.0,-1.0,14.75,0,2,2,,-0.23447252747253572,0.19111705251270522,,7.163999999999994,22.8005,71.99074661994975,223.94730252634716,0.3898305084745763,4.809718822843822,-0.4573316681534294
2024,Catalunya,3,Permanent,Sauber,81.93898437499999,81.93325992505702,332.0,16.166666666666668,5.0,7.0,-2.0,21.333333333333332,3,1,2,0.09213045157456896,-0.0559840542521995,-0.12118502597563235,-2.711333333333338,-12.679999999999993,-19.5565,72.79761295689505,221.38253691969015,0.4140625,4.339298032407407,-0.0057244499429742746
