# x_m,y_m,w_tr_right_m,w_tr_left_m
-3705.011750,21312.695650,7.500000,7.500000
-3730.466047,21375.482915,7.500000,7.500000
-3755.920343,21438.270180,7.500000,7.500000
-3786.371677,21498.467053,7.500000,7.500000
-3823.008400,21555.457512,7.500000,7.500000
-3868.607233,21605.059092,7.500000,7.500000
-3917.566749,21651.889933,7.500000,7.500000
-3966.526264,21698.720774,7.500000,7.500000
-4026.661817,21729.294233,7.500000,7.500000
-4087.921294,21758.232759,7.500000,7.500000
-4150.471112,21783.253553,7.500000,7.500000
-4216.974852,21795.977301,7.500000,7.500000
-4284.721110,21795.198608,7.500000,7.500000
-4351.131347,21784.024138,7.500000,7.500000
-4412.251602,21754.792712,7.500000,7.500000
-4473.371857,21725.561286,7.500000,7.500000
-4530.296362,21689.888833,7.500000,7.500000
-4581.736553,21645.797240,7.500000,7.500000
-4624.128756,21593.048397,7.500000,7.500000
-4665.908057,21539.713119,7.500000,7.500000
-4698.689639,21480.851867,7.500000,7.500000
-4727.364965,21419.468747,7.500000,7.500000
-4751.772697,21356.465253,7.500000,7.500000
-4771.063673,21291.518967,7.500000,7.500000
-4782.658539,21224.819870,7.500000,7.500000
-4793.394720,21157.925205,7.500000,7.500000
-4801.101484,21090.689687,7.500000,7.500000
-4805.498744,21023.081804,7.500000,7.500000
-4805.725658,20955.398042,7.500000,7.500000
-4803.790713,20887.674945,7.500000,7.500000
-4801.855767,20819.951849,7.500000,7.500000
-4797.270856,20752.397802,7.500000,7.500000
-4790.584576,20684.977809,7.500000,7.500000
-4781.019558,20617.925170,7.500000,7.500000
-4768.652136,20551.370863,7.500000,7.500000
-4752.390284,20485.600703,7.500000,7.500000
-4736.128431,20419.830543,7.500000,7.500000
-4715.504697,20355.421474,7.500000,7.500000
-4691.476613,20292.074706,7.500000,7.500000
-4665.115360,20229.804042,7.500000,7.500000
-4632.530181,20170.403975,7.500000,7.500000
-4599.945001,20111.003909,7.500000,7.500000
-4566.152238,20052.316990,7.500000,7.500000
-4529.868873,19995.100915,7.500000,7.500000
-4493.585508,19937.884840,7.500000,7.500000
-4457.302143,19880.668764,7.500000,7.500000
-4421.136507,19823.384034,7.500000,7.500000
-4389.206468,19763.629248,7.500000,7.500000
-4357.276430,19703.874462,7.500000,7.500000
-4325.346392,19644.119676,7.500000,7.500000
-4293.416353,19584.364890,7.500000,7.500000
-4266.437015,19522.350413,7.500000,7.500000
-4242.212859,19459.078364,7.500000,7.500000
-4217.988704,19395.806316,7.500000,7.500000
-4198.683804,19330.893314,7.500000,7.500000
-4180.945997,19265.538917,7.500000,7.500000
-4167.892581,19199.057565,7.500000,7.500000
-4154.839165,19132.576213,7.500000,7.500000
-4141.785749,19066.094861,7.500000,7.500000
-4132.270773,18999.030795,7.500000,7.500000
-4125.363861,18931.634030,7.500000,7.500000
-4118.520789,18864.229771,7.500000,7.500000
-4111.809275,18796.814899,7.500000,7.500000
-4107.759599,18729.185306,7.500000,7.500000
-4103.709923,18661.555712,7.500000,7.500000
-4101.309333,18593.862222,7.500000,7.500000
-4100.113918,18526.122036,7.500000,7.500000
-4099.187604,18458.384942,7.500000,7.500000
-4101.939426,18390.690118,7.500000,7.500000
-4105.342610,18323.034291,7.500000,7.500000
-4110.687469,18255.494715,7.500000,7.500000
-4117.034724,18188.073516,7.500000,7.500000
-4127.569480,18121.146834,7.500000,7.500000
-4138.104235,18054.220152,7.500000,7.500000
-4148.638991,17987.293470,7.500000,7.500000
-4165.268482,17921.625765,7.500000,7.500000
-4182.114241,17856.002734,7.500000,7.500000
-4198.960000,17790.379703,7.500000,7.500000
-4215.805759,17724.756671,7.500000,7.500000
-4237.677211,17660.635845,7.500000,7.500000
-4259.607289,17596.532541,7.500000,7.500000
-4284.491921,17533.566654,7.500000,7.500000
-4311.208277,17471.305927,7.500000,7.500000
-4337.924634,17409.045200,7.500000,7.500000
-4364.640991,17346.784474,7.500000,7.500000
-4391.891612,17284.761785,7.500000,7.500000
-4420.315880,17223.262005,7.500000,7.500000
-4448.461697,17161.635544,7.500000,7.500000
-4476.149032,17099.800495,7.500000,7.500000
-4503.836367,17037.965446,7.500000,7.500000
-4531.523703,16976.130397,7.500000,7.500000
-4559.011667,16914.214630,7.500000,7.500000
-4582.140891,16850.534172,7.500000,7.500000
